case_id,activity,previous_activity,previous_resource,decision_timestamp,candidate_count,shortlist_count,shortlist_resources,valid_bid_count,accepted_bid_count,bid_score_range,proposed_resource,executed_resource,proposal_accepted,selection_rule,bid_indices,execution_timestamp
0,Check application form completeness,,,2023-04-20 08:00:00+00:00,8,2,Clerk-000001|Clerk-000006,2,2,0.0,Clerk-000001,Clerk-000001,true,highest_valid_agent_bid,"[0, 1]",2023-04-20 08:00:00+00:00
0,Appraise property,Check application form completeness,Clerk-000001,2023-04-20 08:08:45.291198721+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[2, 3]",2023-04-20 08:08:45.291198721+00:00
1,Check application form completeness,,,2023-04-20 08:18:45+00:00,8,2,Clerk-000006|Clerk-000008,2,2,0.002265000000000017,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[4, 5]",2023-04-20 08:18:45+00:00
0,Check credit history,Appraise property,Appraiser-000001,2023-04-20 09:29:40.347190565+00:00,8,2,Clerk-000005|Clerk-000002,2,2,0.0012540000000000051,Clerk-000005,Clerk-000005,true,highest_valid_agent_bid,"[6, 7]",2023-04-20 09:29:40.347190565+00:00
1,Appraise property,Check application form completeness,Clerk-000006,2023-04-20 08:29:26.873575372+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[8],2023-04-20 08:29:26.873575372+00:00
2,Check application form completeness,,,2023-04-20 08:37:30+00:00,8,2,Clerk-000008|Clerk-000007,2,2,0.005662,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[9, 10]",2023-04-20 08:37:30+00:00
0,AML check,Check credit history,Clerk-000005,2023-04-20 09:36:27.101972739+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[11, 12]",2023-04-20 09:36:27.101972739+00:00
2,Check credit history,Check application form completeness,Clerk-000008,2023-04-20 08:48:35.253422781+00:00,8,2,Clerk-000002|Clerk-000004,2,2,0.0012550000000000061,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[13, 14]",2023-04-20 08:48:35.253422781+00:00
1,AML check,Appraise property,Appraiser-000002,2023-04-20 08:55:54.907272865+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[15],2023-04-20 08:55:54.907272865+00:00
3,Check application form completeness,,,2023-04-20 08:56:15+00:00,8,2,Clerk-000007|Clerk-000003,2,2,0.0056629999999999875,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[16, 17]",2023-04-20 08:56:15+00:00
0,Assess loan risk,AML check,AML Investigator-000002,2023-04-20 09:38:23.544010502+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.011292999999999997,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[18, 19]",2023-04-20 09:38:23.544010502+00:00
1,Check credit history,AML check,AML Investigator-000001,2023-04-20 09:04:25.818872963+00:00,8,2,Clerk-000004|Clerk-000003,2,2,0.010037999999999991,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[20, 21]",2023-04-20 09:04:25.818872963+00:00
3,AML check,Check application form completeness,Clerk-000007,2023-04-20 09:13:52.636843328+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[22],2023-04-20 09:13:52.636843328+00:00
4,Check application form completeness,,,2023-04-20 09:15:00+00:00,8,2,Clerk-000003|Clerk-000001,2,2,0.013590000000000005,Clerk-000001,Clerk-000001,true,highest_valid_agent_bid,"[23, 24]",2023-04-20 09:15:00+00:00
2,AML check,Check credit history,Clerk-000002,2023-04-20 09:22:37.390581003+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[25],2023-04-20 09:22:37.390581003+00:00
0,Reject application,Assess loan risk,Loan Officer-000001,2023-04-20 09:58:23.544010502+00:00,8,2,Clerk-000003|Clerk-000008,2,2,0.018237000000000017,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[26, 27]",2023-04-20 09:58:23.544010502+00:00
3,Check credit history,AML check,AML Investigator-000001,2023-04-20 09:17:35.292320723+00:00,8,2,Clerk-000003|Clerk-000007,2,2,0.0037640000000000035,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[28, 29]",2023-04-20 09:17:35.292320723+00:00
4,Check credit history,Check application form completeness,Clerk-000001,2023-04-20 09:19:04.905093035+00:00,8,2,Clerk-000007|Clerk-000006,2,2,0.007528000000000007,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[30, 31]",2023-04-20 09:19:04.905093035+00:00
2,Appraise property,AML check,AML Investigator-000001,2023-04-20 09:26:20.931245953+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[32],2023-04-20 09:26:20.931245953+00:00
5,Check application form completeness,,,2023-04-20 09:33:45+00:00,8,2,Clerk-000006|Clerk-000003,2,2,0.361835,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[33, 34]",2023-04-20 09:33:45+00:00
1,Assess loan risk,Check credit history,Clerk-000004,2023-04-20 09:34:21.190619632+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.0034500000000000086,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[35, 36]",2023-04-20 09:34:21.190619632+00:00
3,Appraise property,Check credit history,Clerk-000003,2023-04-20 09:21:47.898524039+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,,,highest_valid_agent_bid,"[37, 38]",
4,AML check,Check credit history,Clerk-000007,2023-04-20 09:27:20.885678657+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[39],2023-04-20 09:27:20.885678657+00:00
6,Check application form completeness,,,2023-04-20 09:52:30+00:00,8,2,Clerk-000006|Clerk-000002,2,2,0.022650000000000003,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[40, 41]",2023-04-20 09:52:30+00:00
1,Reject application,Assess loan risk,Loan Officer-000004,2023-04-20 09:54:21.190619632+00:00,8,2,Clerk-000004|Clerk-000005,2,2,0.369301,Clerk-000005,Clerk-000005,true,highest_valid_agent_bid,"[42, 43]",2023-04-20 09:54:21.190619632+00:00
5,Appraise property,Check application form completeness,Clerk-000003,2023-04-20 10:35:45.144759698+00:00,2,1,Appraiser-000001,1,1,0.0,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,[44],2023-04-20 10:35:45.144759698+00:00
2,Assess loan risk,Appraise property,Appraiser-000002,2023-04-20 12:13:45.246759257+00:00,4,2,Loan Officer-000002|Loan Officer-000003,2,2,0.019134000000000012,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[45, 46]",2023-04-20 12:13:45.246759257+00:00
6,Return application back to applicant,Check application form completeness,Clerk-000006,2023-04-20 10:03:04.986535458+00:00,8,2,Clerk-000002|Clerk-000004,2,2,0.0,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[47, 48]",2023-04-20 10:03:04.986535458+00:00
4,Appraise property,AML check,AML Investigator-000001,2023-04-20 10:40:41.203118557+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,,,highest_valid_agent_bid,"[49, 50]",
