case_id,activity,resource,start_time,end_time
S_central_baseline_0000,Check application form completeness,Clerk-000002,2023-04-20T08:00:00+00:00,2023-04-20T08:07:52+00:00
S_central_baseline_0000,AML check,AML Investigator-000001,2023-04-20T08:07:52+00:00,2023-04-20T08:18:00+00:00
S_central_baseline_0000,Appraise property,Appraiser-000001,2023-04-20T08:18:00+00:00,2023-04-20T09:19:19+00:00
S_central_baseline_0000,Check credit history,Clerk-000003,2023-04-20T09:19:19+00:00,2023-04-20T09:48:40+00:00
S_central_baseline_0000,Assess loan risk,Loan Officer-000003,2023-04-20T09:48:40+00:00,2023-04-20T10:08:40+00:00
S_central_baseline_0000,Design loan offer,Loan Officer-000002,2023-04-20T10:08:40+00:00,2023-04-20T10:09:17+00:00
S_central_baseline_0000,Approve loan offer,Senior Officer-000001,2023-04-20T10:09:17+00:00,2023-04-20T10:29:17+00:00
S_central_baseline_0000,Cancel application,Clerk-000002,2023-04-20T10:29:17+00:00,2023-04-20T10:34:17+00:00
S_central_baseline_0001,Check application form completeness,Clerk-000003,2023-04-20T08:30:00+00:00,2023-04-20T09:26:58+00:00
S_central_baseline_0001,AML check,AML Investigator-000001,2023-04-20T09:26:58+00:00,2023-04-20T09:45:00+00:00
S_central_baseline_0001,Appraise property,Appraiser-000001,2023-04-20T09:45:00+00:00,2023-04-20T09:46:49+00:00
S_central_baseline_0001,Check credit history,Clerk-000002,2023-04-20T09:46:49+00:00,2023-04-20T10:41:13+00:00
S_central_baseline_0001,Assess loan risk,Loan Officer-000003,2023-04-20T11:17:48+00:00,2023-04-20T11:37:48+00:00
S_central_baseline_0001,Design loan offer,Loan Officer-000002,2023-04-20T11:37:48+00:00,2023-04-20T11:41:35+00:00
S_central_baseline_0001,Approve loan offer,Senior Officer-000002,2023-04-20T11:41:35+00:00,2023-04-20T12:01:35+00:00
S_central_baseline_0001,Cancel application,Clerk-000002,2023-04-20T12:01:35+00:00,2023-04-20T12:06:35+00:00
S_central_baseline_0002,Check application form completeness,Clerk-000001,2023-04-20T09:00:00+00:00,2023-04-20T09:03:50+00:00
S_central_baseline_0002,Appraise property,Appraiser-000001,2023-04-20T09:03:50+00:00,2023-04-20T10:00:08+00:00
S_central_baseline_0002,Check credit history,Clerk-000001,2023-04-20T10:00:08+00:00,2023-04-21T02:27:56+00:00
S_central_baseline_0002,AML check,AML Investigator-000001,2023-04-21T02:27:56+00:00,2023-04-21T03:15:03+00:00
S_central_baseline_0002,Assess loan risk,Loan Officer-000003,2023-04-21T03:15:03+00:00,2023-04-21T03:35:03+00:00
S_central_baseline_0002,Reject application,Clerk-000003,2023-04-21T03:35:03+00:00,2023-04-21T03:45:03+00:00
S_central_baseline_0003,Check application form completeness,Clerk-000004,2023-04-20T09:30:00+00:00,2023-04-20T09:49:23+00:00
S_central_baseline_0003,Appraise property,Appraiser-000001,2023-04-20T09:49:23+00:00,2023-04-20T10:00:44+00:00
S_central_baseline_0003,Check credit history,Clerk-000004,2023-04-20T10:00:44+00:00,2023-04-20T10:21:15+00:00
S_central_baseline_0003,AML check,AML Investigator-000002,2023-04-20T10:21:15+00:00,2023-04-20T11:59:30+00:00
S_central_baseline_0003,Assess loan risk,Loan Officer-000003,2023-04-20T11:59:30+00:00,2023-04-20T12:19:30+00:00
S_central_baseline_0003,Reject application,Clerk-000004,2023-04-20T12:19:30+00:00,2023-04-20T12:29:30+00:00
S_central_baseline_0004,Check application form completeness,Clerk-000008,2023-04-20T10:00:00+00:00,2023-04-20T10:18:28+00:00
S_central_baseline_0004,Return application back to applicant,Clerk-000005,2023-04-20T10:18:28+00:00,2023-04-20T10:23:28+00:00
S_central_baseline_0004,Applicant completes form,Applicant-000001,2023-04-20T10:23:28+00:00,2023-04-21T03:23:28+00:00
S_central_baseline_0004,Check application form completeness,Clerk-000008,2023-04-21T03:23:28+00:00,2023-04-21T03:52:38+00:00
S_central_baseline_0004,AML check,AML Investigator-000001,2023-04-21T03:52:38+00:00,2023-04-21T04:36:21+00:00
S_central_baseline_0004,Check credit history,Clerk-000008,2023-04-21T04:36:21+00:00,2023-04-21T05:27:19+00:00
S_central_baseline_0004,Appraise property,Appraiser-000002,2023-04-21T05:27:19+00:00,2023-04-21T06:10:47+00:00
S_central_baseline_0004,Assess loan risk,Loan Officer-000001,2023-04-21T06:10:47+00:00,2023-04-21T06:30:47+00:00
S_central_baseline_0004,Design loan offer,Loan Officer-000003,2023-04-21T06:30:47+00:00,2023-04-21T06:34:05+00:00
S_central_baseline_0004,Approve loan offer,Senior Officer-000002,2023-04-21T06:34:05+00:00,2023-04-21T06:54:05+00:00
S_central_baseline_0004,Cancel application,Clerk-000006,2023-04-21T06:54:05+00:00,2023-04-21T06:59:05+00:00
S_central_baseline_0005,Check application form completeness,Clerk-000005,2023-04-20T10:30:00+00:00,2023-04-20T10:32:18+00:00
S_central_baseline_0005,Check credit history,Clerk-000004,2023-04-20T10:32:18+00:00,2023-04-20T11:28:10+00:00
S_central_baseline_0005,Appraise property,Appraiser-000001,2023-04-20T11:52:19+00:00,2023-04-20T12:00:04+00:00
S_central_baseline_0005,AML check,AML Investigator-000001,2023-04-20T12:00:04+00:00,2023-04-20T12:05:22+00:00
S_central_baseline_0005,Assess loan risk,Loan Officer-000002,2023-04-20T12:16:18+00:00,2023-04-20T12:36:18+00:00
S_central_baseline_0005,Reject application,Clerk-000001,2023-04-20T12:36:18+00:00,2023-04-20T12:46:18+00:00
S_central_baseline_0006,Check application form completeness,Clerk-000004,2023-04-20T11:00:00+00:00,2023-04-20T11:10:24+00:00
S_central_baseline_0006,Check credit history,Clerk-000001,2023-04-20T11:10:24+00:00,2023-04-20T11:19:24+00:00
S_central_baseline_0006,AML check,AML Investigator-000001,2023-04-20T11:19:24+00:00,2023-04-20T12:37:05+00:00
S_central_baseline_0006,Appraise property,Appraiser-000001,2023-04-20T12:37:05+00:00,2023-04-20T13:56:00+00:00
S_central_baseline_0006,Assess loan risk,Loan Officer-000002,2023-04-20T14:01:20+00:00,2023-04-23T06:21:20+00:00
S_central_baseline_0006,Reject application,Clerk-000007,2023-04-23T06:21:20+00:00,2023-04-23T06:31:20+00:00
S_central_baseline_0007,Check application form completeness,Clerk-000001,2023-04-20T11:30:00+00:00,2023-04-20T11:36:09+00:00
S_central_baseline_0007,Return application back to applicant,Clerk-000008,2023-04-20T11:36:09+00:00,2023-04-20T11:41:09+00:00
S_central_baseline_0007,Applicant completes form,Applicant-000001,2023-04-20T11:41:09+00:00,2023-04-20T12:41:09+00:00
S_central_baseline_0007,Check application form completeness,Clerk-000008,2023-04-20T12:41:09+00:00,2023-04-20T12:43:29+00:00
S_central_baseline_0007,Appraise property,Appraiser-000002,2023-04-20T12:43:29+00:00,2023-04-20T12:44:02+00:00
S_central_baseline_0007,Check credit history,Clerk-000008,2023-04-20T12:44:02+00:00,2023-04-20T13:32:38+00:00
S_central_baseline_0007,AML check,AML Investigator-000001,2023-04-20T13:34:40+00:00,2023-04-20T14:26:51+00:00
S_central_baseline_0007,Assess loan risk,Loan Officer-000004,2023-04-20T14:26:51+00:00,2023-04-20T14:46:51+00:00
S_central_baseline_0007,Design loan offer,Loan Officer-000004,2023-04-20T14:46:51+00:00,2023-04-20T14:52:30+00:00
S_central_baseline_0007,Approve loan offer,Senior Officer-000001,2023-04-20T14:52:30+00:00,2023-04-20T15:12:30+00:00
S_central_baseline_0007,Cancel application,Clerk-000002,2023-04-20T15:12:30+00:00,2023-04-20T15:17:30+00:00
S_central_baseline_0008,Check application form completeness,Clerk-000006,2023-04-20T12:00:00+00:00,2023-04-20T12:04:12+00:00
S_central_baseline_0008,AML check,AML Investigator-000002,2023-04-20T12:04:12+00:00,2023-04-20T12:36:22+00:00
S_central_baseline_0008,Appraise property,Appraiser-000002,2023-04-20T12:36:22+00:00,2023-04-20T13:25:22+00:00
S_central_baseline_0008,Check credit history,Clerk-000002,2023-04-20T13:25:22+00:00,2023-04-20T13:33:07+00:00
S_central_baseline_0008,Assess loan risk,Loan Officer-000003,2023-04-20T13:33:29+00:00,2023-04-20T13:53:29+00:00
S_central_baseline_0008,Design loan offer,Loan Officer-000003,2023-04-20T13:53:29+00:00,2023-04-20T14:28:12+00:00
S_central_baseline_0008,Approve loan offer,Senior Officer-000001,2023-04-20T14:28:12+00:00,2023-04-20T14:48:12+00:00
S_central_baseline_0008,Cancel application,Clerk-000005,2023-04-20T14:48:12+00:00,2023-04-20T14:53:12+00:00
S_central_baseline_0009,Check application form completeness,Clerk-000003,2023-04-20T12:30:00+00:00,2023-04-20T13:01:33+00:00
S_central_baseline_0009,Check credit history,Clerk-000008,2023-04-20T13:01:33+00:00,2023-04-20T13:13:08+00:00
S_central_baseline_0009,Appraise property,Appraiser-000001,2023-04-20T13:13:08+00:00,2023-04-20T13:15:57+00:00
S_central_baseline_0009,AML check,AML Investigator-000001,2023-04-20T13:15:57+00:00,2023-04-20T13:35:40+00:00
S_central_baseline_0009,Assess loan risk,Loan Officer-000002,2023-04-20T13:35:40+00:00,2023-04-20T13:55:40+00:00
S_central_baseline_0009,Design loan offer,Loan Officer-000002,2023-04-20T13:55:40+00:00,2023-04-20T14:19:03+00:00
S_central_baseline_0009,Approve loan offer,Senior Officer-000002,2023-04-20T14:19:03+00:00,2023-04-20T14:39:03+00:00
S_central_baseline_0009,Cancel application,Clerk-000004,2023-04-20T14:39:03+00:00,2023-04-20T14:44:03+00:00
S_central_baseline_0010,Check application form completeness,Clerk-000008,2023-04-20T13:00:00+00:00,2023-04-20T13:32:26+00:00
S_central_baseline_0010,Check credit history,Clerk-000001,2023-04-20T13:32:26+00:00,2023-04-20T14:49:00+00:00
S_central_baseline_0010,AML check,AML Investigator-000002,2023-04-20T14:49:00+00:00,2023-04-20T16:06:14+00:00
S_central_baseline_0010,Appraise property,Appraiser-000002,2023-04-20T16:06:14+00:00,2023-04-20T16:37:44+00:00
S_central_baseline_0010,Assess loan risk,Loan Officer-000002,2023-04-20T16:37:44+00:00,2023-04-20T16:57:44+00:00
S_central_baseline_0010,Reject application,Clerk-000008,2023-04-20T16:57:44+00:00,2023-04-20T17:07:44+00:00
S_central_baseline_0011,Check application form completeness,Clerk-000005,2023-04-20T13:30:00+00:00,2023-04-20T13:59:42+00:00
S_central_baseline_0011,Check credit history,Clerk-000007,2023-04-20T13:59:42+00:00,2023-04-20T14:23:15+00:00
S_central_baseline_0011,Appraise property,Appraiser-000001,2023-04-20T14:23:15+00:00,2023-04-20T14:31:43+00:00
S_central_baseline_0011,AML check,AML Investigator-000002,2023-04-20T14:31:43+00:00,2023-04-20T14:41:22+00:00
S_central_baseline_0011,Assess loan risk,Loan Officer-000001,2023-04-20T15:43:46+00:00,2023-04-20T16:03:46+00:00
S_central_baseline_0011,Design loan offer,Loan Officer-000003,2023-04-20T16:03:46+00:00,2023-04-20T16:33:25+00:00
S_central_baseline_0011,Approve loan offer,Senior Officer-000002,2023-04-20T16:33:25+00:00,2023-04-20T16:53:25+00:00
S_central_baseline_0011,Cancel application,Clerk-000008,2023-04-20T16:53:25+00:00,2023-04-20T16:58:25+00:00
S_central_baseline_0012,Check application form completeness,Clerk-000001,2023-04-20T14:00:00+00:00,2023-04-20T14:16:09+00:00
S_central_baseline_0012,Appraise property,Appraiser-000002,2023-04-20T14:16:09+00:00,2023-04-20T15:01:07+00:00
S_central_baseline_0012,AML check,AML Investigator-000001,2023-04-20T15:01:07+00:00,2023-04-20T15:26:43+00:00
S_central_baseline_0012,Check credit history,Clerk-000002,2023-04-20T15:26:43+00:00,2023-04-20T16:39:56+00:00
S_central_baseline_0012,Assess loan risk,Loan Officer-000002,2023-04-20T16:39:56+00:00,2023-04-20T16:59:56+00:00
