case_id,activity,resource,start_time,end_time
0,Check application form completeness,Clerk-000001,2023-04-20 08:00:00+00:00,2023-04-20 08:04:25.926130+00:00
0,Appraise property,Appraiser-000001,2023-04-20 08:04:25.926130+00:00,2023-04-20 08:06:17.970720+00:00
0,AML check,AML Investigator-000002,2023-04-20 08:06:17.970720+00:00,2023-04-20 08:23:30.372945+00:00
0,Check credit history,Clerk-000005,2023-04-20 08:23:30.372945+00:00,2023-04-20 08:26:08.563113+00:00
0,Assess loan risk,Loan Officer-000001,2023-04-20 08:26:08.563113+00:00,2023-04-20 08:46:08.563113+00:00
1,Check application form completeness,Clerk-000006,2023-04-20 08:30:00+00:00,2023-04-20 08:34:49.695644+00:00
0,Reject application,Clerk-000008,2023-04-20 08:46:08.563113+00:00,2023-04-20 08:56:08.563113+00:00
1,AML check,AML Investigator-000002,2023-04-20 08:34:49.695644+00:00,2023-04-20 09:01:24.371338+00:00
2,Check application form completeness,Clerk-000007,2023-04-20 09:00:00+00:00,2023-04-20 09:01:55.195826+00:00
1,Check credit history,Clerk-000002,2023-04-20 09:01:24.371338+00:00,2023-04-20 10:20:28.520731+00:00
2,Check credit history,Clerk-000004,2023-04-20 09:01:55.195826+00:00,2023-04-20 10:02:47.377196+00:00
3,Check application form completeness,Clerk-000001,2023-04-20 09:30:00+00:00,2023-04-20 09:46:41.453779+00:00
1,Appraise property,Appraiser-000001,2023-04-20 10:20:28.520731+00:00,2023-04-20 10:54:45.301311+00:00
3,Check credit history,Clerk-000005,2023-04-20 09:46:41.453779+00:00,2023-04-20 10:22:07.533365+00:00
4,Check application form completeness,Clerk-000006,2023-04-20 10:00:00+00:00,2023-04-20 10:15:54.024254+00:00
2,AML check,AML Investigator-000002,2023-04-20 10:02:47.377196+00:00,2023-04-20 10:32:04.531403+00:00
1,Assess loan risk,Loan Officer-000004,2023-04-20 10:54:45.301311+00:00,2023-04-20 11:14:45.301311+00:00
4,Check credit history,Clerk-000004,2023-04-20 10:15:54.024254+00:00,2023-04-20 10:39:48.224203+00:00
3,Appraise property,Appraiser-000002,2023-04-20 10:22:07.533365+00:00,2023-04-20 10:43:14.428275+00:00
5,Check application form completeness,Clerk-000008,2023-04-20 10:30:00+00:00,2023-04-20 10:47:17.620444+00:00
1,Design loan offer,Loan Officer-000003,2023-04-20 11:14:45.301311+00:00,2023-04-20 11:26:28.530256+00:00
3,AML check,AML Investigator-000002,2023-04-20 10:43:14.428275+00:00,2023-04-20 11:58:34.260841+00:00
2,Appraise property,Appraiser-000002,2023-04-20 10:43:14.428275+00:00,2023-04-20 10:46:28.175808+00:00
5,Check credit history,Clerk-000002,2023-04-20 10:47:17.620444+00:00,2023-04-20 11:22:38.219429+00:00
6,Check application form completeness,Clerk-000007,2023-04-20 11:00:00+00:00,2023-04-20 11:01:21.167295+00:00
1,Approve loan offer,Senior Officer-000001,2023-04-20 11:26:28.530256+00:00,2023-04-20 11:46:28.530256+00:00
2,Assess loan risk,Loan Officer-000001,2023-04-20 10:46:28.175808+00:00,2023-04-20 11:06:28.175808+00:00
6,Check credit history,Clerk-000005,2023-04-20 11:01:21.167295+00:00,2023-04-20 11:12:15.850050+00:00
5,AML check,AML Investigator-000001,2023-04-20 11:22:38.219429+00:00,2023-04-20 12:03:07.445040+00:00
7,Check application form completeness,Clerk-000001,2023-04-20 11:30:00+00:00,2023-04-20 11:45:55.207330+00:00
1,Cancel application,Clerk-000004,2023-04-20 11:46:28.530256+00:00,2023-04-20 11:51:28.530256+00:00
3,Assess loan risk,Loan Officer-000004,2023-04-20 11:58:34.260841+00:00,2023-04-20 12:18:34.260841+00:00
4,AML check,AML Investigator-000001,2023-04-20 10:46:28.175808+00:00,2023-04-20 10:50:49.853413+00:00
2,Design loan offer,Loan Officer-000002,2023-04-20 11:06:28.175808+00:00,2023-04-20 11:17:23.364470+00:00
6,Appraise property,Appraiser-000001,2023-04-20 11:12:15.850050+00:00,2023-04-20 11:13:27.950220+00:00
7,Check credit history,Clerk-000002,2023-04-20 11:45:55.207330+00:00,2023-04-20 12:24:28.983048+00:00
5,Appraise property,Appraiser-000001,2023-04-20 12:03:07.445040+00:00,2023-04-20 13:46:19.298269+00:00
3,Reject application,Clerk-000008,2023-04-20 12:18:34.260841+00:00,2023-04-20 12:28:34.260841+00:00
4,Appraise property,Appraiser-000002,2023-04-20 10:50:49.853413+00:00,2023-04-20 11:04:35.494161+00:00
6,AML check,AML Investigator-000001,2023-04-20 11:13:27.950220+00:00,2023-04-20 11:22:03.055372+00:00
2,Approve loan offer,Senior Officer-000002,2023-04-20 11:17:23.364470+00:00,2023-04-20 11:37:23.364470+00:00
8,Check application form completeness,Clerk-000006,2023-04-20 12:00:00+00:00,2023-04-20 12:43:22.489396+00:00
7,AML check,AML Investigator-000002,2023-04-20 12:24:28.983048+00:00,2023-04-20 13:30:27.485861+00:00
6,Assess loan risk,Loan Officer-000002,2023-04-20 11:22:03.055372+00:00,2023-04-20 11:42:03.055372+00:00
2,Approve application,Clerk-000007,2023-04-20 11:37:23.364470+00:00,2023-04-20 11:42:23.364470+00:00
9,Check application form completeness,Clerk-000001,2023-04-20 12:30:00+00:00,2023-04-20 12:32:40.106939+00:00
8,Return application back to applicant,Clerk-000006,2023-04-20 12:43:22.489396+00:00,2023-04-20 12:48:22.489396+00:00
7,Appraise property,Appraiser-000002,2023-04-20 13:30:27.485861+00:00,2023-04-20 13:41:47.036781+00:00
5,Assess loan risk,Loan Officer-000003,2023-04-20 13:46:19.298269+00:00,2023-04-20 14:06:19.298269+00:00
4,Assess loan risk,Loan Officer-000001,2023-04-20 11:14:45.301311+00:00,2023-04-20 11:34:45.301311+00:00
6,Design loan offer,Loan Officer-000001,2023-04-20 11:42:03.055372+00:00,2023-04-20 11:59:10.772502+00:00
8,Applicant completes form,Applicant-000001,2023-04-20 12:48:22.489396+00:00,2023-04-20 13:48:22.489396+00:00
