case_id,activity,resource,start_time,end_time
0,Check application form completeness,Clerk-000001,2023-04-20 08:00:00+00:00,2023-04-20 08:04:25.926130+00:00
0,Appraise property,Appraiser-000001,2023-04-20 08:04:25.926130+00:00,2023-04-20 08:06:17.970720+00:00
0,AML check,AML Investigator-000002,2023-04-20 08:06:17.970720+00:00,2023-04-20 08:23:30.372945+00:00
1,Check application form completeness,Clerk-000006,2023-04-20 08:18:45+00:00,2023-04-20 08:20:42.813393+00:00
0,Check credit history,Clerk-000005,2023-04-20 08:23:30.372945+00:00,2023-04-20 08:30:10.425878+00:00
1,Check credit history,Clerk-000002,2023-04-20 08:20:42.813393+00:00,2023-04-20 08:44:56.641672+00:00
0,Assess loan risk,Loan Officer-000001,2023-04-20 08:30:10.425878+00:00,2023-04-20 08:50:10.425878+00:00
2,Check application form completeness,Clerk-000008,2023-04-20 08:37:30+00:00,2023-04-20 09:23:43.284560+00:00
1,Appraise property,Appraiser-000001,2023-04-20 08:44:56.641672+00:00,2023-04-20 09:16:30.472614+00:00
0,Design loan offer,Loan Officer-000003,2023-04-20 08:50:10.425878+00:00,2023-04-20 09:00:46.065888+00:00
3,Check application form completeness,Clerk-000007,2023-04-20 08:56:15+00:00,2023-04-20 11:15:37.781930+00:00
0,Approve loan offer,Senior Officer-000001,2023-04-20 09:00:46.065888+00:00,2023-04-20 09:20:46.065888+00:00
1,AML check,AML Investigator-000002,2023-04-20 09:16:30.472614+00:00,2023-04-20 10:17:24.673669+00:00
2,Check credit history,Clerk-000004,2023-04-20 09:23:43.284560+00:00,2023-04-20 12:18:05.833230+00:00
4,Check application form completeness,Clerk-000001,2023-04-20 09:15:00+00:00,2023-04-20 09:31:41.453779+00:00
0,Cancel application,Clerk-000005,2023-04-20 09:20:46.065888+00:00,2023-04-20 09:25:46.065888+00:00
1,Assess loan risk,Loan Officer-000004,2023-04-20 10:17:24.673669+00:00,2023-04-20 10:37:24.673669+00:00
3,Appraise property,Appraiser-000001,2023-04-20 11:15:37.781930+00:00,2023-04-20 11:49:54.562510+00:00
2,Appraise property,Appraiser-000001,2023-04-20 12:18:05.833230+00:00,2023-04-20 12:52:48.348271+00:00
5,Check application form completeness,Clerk-000006,2023-04-20 09:33:45+00:00,2023-04-20 09:47:19.408502+00:00
1,Reject application,Clerk-000008,2023-04-20 10:37:24.673669+00:00,2023-04-20 10:47:24.673669+00:00
3,AML check,AML Investigator-000002,2023-04-20 11:49:54.562510+00:00,2023-04-20 11:54:17.816389+00:00
2,AML check,AML Investigator-000002,2023-04-20 12:52:48.348271+00:00,2023-04-20 13:14:00.447596+00:00
4,Check credit history,Clerk-000002,2023-04-20 09:31:41.453779+00:00,2023-04-20 09:57:10.233600+00:00
5,Check credit history,Clerk-000005,2023-04-20 09:47:19.408502+00:00,2023-04-20 10:32:06.050240+00:00
6,Check application form completeness,Clerk-000001,2023-04-20 09:52:30+00:00,2023-04-20 10:50:26.762218+00:00
2,Assess loan risk,Loan Officer-000001,2023-04-20 13:14:00.447596+00:00,2023-04-20 13:34:00.447596+00:00
4,AML check,AML Investigator-000001,2023-04-20 09:57:10.233600+00:00,2023-04-20 10:23:52.464859+00:00
7,Check application form completeness,Clerk-000006,2023-04-20 10:11:15+00:00,2023-04-20 10:51:41.760473+00:00
5,Appraise property,Appraiser-000002,2023-04-20 10:32:06.050240+00:00,2023-04-20 11:11:02.494549+00:00
6,Check credit history,Clerk-000002,2023-04-20 10:50:26.762218+00:00,2023-04-20 11:14:39.695900+00:00
3,Check credit history,Clerk-000003,2023-04-20 11:54:17.816389+00:00,2023-04-20 11:56:27.926907+00:00
2,Design loan offer,Loan Officer-000003,2023-04-20 13:34:00.447596+00:00,2023-04-20 13:39:38.224828+00:00
4,Appraise property,Appraiser-000001,2023-04-20 10:23:52.464859+00:00,2023-04-20 10:47:46.466497+00:00
8,Check application form completeness,Clerk-000003,2023-04-20 10:30:00+00:00,2023-04-20 10:32:10.476373+00:00
5,AML check,AML Investigator-000001,2023-04-20 11:11:02.494549+00:00,2023-04-20 11:51:31.720160+00:00
3,Assess loan risk,Loan Officer-000004,2023-04-20 11:56:27.926907+00:00,2023-04-20 12:16:27.926907+00:00
2,Approve loan offer,Senior Officer-000001,2023-04-20 13:39:38.224828+00:00,2023-04-20 13:59:38.224828+00:00
4,Assess loan risk,Loan Officer-000002,2023-04-20 10:47:46.466497+00:00,2023-04-20 11:07:46.466497+00:00
9,Check application form completeness,Clerk-000003,2023-04-20 10:48:45+00:00,2023-04-20 11:22:00.159047+00:00
7,AML check,AML Investigator-000002,2023-04-20 11:11:02.494549+00:00,2023-04-20 11:36:06.705400+00:00
5,Assess loan risk,Loan Officer-000002,2023-04-20 11:51:31.720160+00:00,2023-04-20 12:11:31.720160+00:00
6,AML check,AML Investigator-000001,2023-04-20 11:51:31.720160+00:00,2023-04-20 12:31:35.011442+00:00
3,Design loan offer,Loan Officer-000004,2023-04-20 12:16:27.926907+00:00,2023-04-20 12:42:52.740285+00:00
2,Cancel application,Clerk-000004,2023-04-20 13:59:38.224828+00:00,2023-04-20 14:04:38.224828+00:00
4,Design loan offer,Loan Officer-000003,2023-04-20 11:07:46.466497+00:00,2023-04-20 11:11:11.284925+00:00
8,Appraise property,Appraiser-000002,2023-04-20 11:11:02.494549+00:00,2023-04-20 11:30:42.901743+00:00
7,Check credit history,Clerk-000007,2023-04-20 11:36:06.705400+00:00,2023-04-20 11:49:08.396698+00:00
5,Reject application,Clerk-000008,2023-04-20 12:11:31.720160+00:00,2023-04-20 12:21:31.720160+00:00
6,Appraise property,Appraiser-000002,2023-04-20 12:31:35.011442+00:00,2023-04-20 13:36:43.355731+00:00
3,Approve loan offer,Senior Officer-000002,2023-04-20 12:42:52.740285+00:00,2023-04-20 13:02:52.740285+00:00
4,Approve loan offer,Senior Officer-000001,2023-04-20 11:11:11.284925+00:00,2023-04-20 11:31:11.284925+00:00
