case_id,activity,previous_activity,previous_resource,decision_timestamp,candidate_count,shortlist_count,shortlist_resources,valid_bid_count,accepted_bid_count,bid_score_range,proposed_resource,executed_resource,proposal_accepted,selection_rule,bid_indices,execution_timestamp
0,Check application form completeness,,,2023-04-20 08:00:00+00:00,8,2,Clerk-000001|Clerk-000006,2,2,0.0,Clerk-000001,Clerk-000001,true,highest_valid_agent_bid,"[0, 1]",2023-04-20 08:00:00+00:00
0,AML check,Check application form completeness,Clerk-000001,2023-04-20 08:14:23.497469011+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[2, 3]",2023-04-20 08:14:23.497469011+00:00
1,Check application form completeness,,,2023-04-20 08:30:00+00:00,8,2,Clerk-000006|Clerk-000008,2,2,0.002265000000000017,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[4, 5]",2023-04-20 08:30:00+00:00
0,Appraise property,AML check,AML Investigator-000002,2023-04-20 09:33:51.203074165+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[6, 7]",2023-04-20 09:33:51.203074165+00:00
1,Appraise property,Check application form completeness,Clerk-000006,2023-04-20 08:58:51.895713951+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[8],2023-04-20 08:58:51.895713951+00:00
2,Check application form completeness,,,2023-04-20 09:00:00+00:00,8,2,Clerk-000008|Clerk-000007,2,2,0.005662,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[9, 10]",2023-04-20 09:00:00+00:00
0,Check credit history,Appraise property,Appraiser-000001,2023-04-20 10:33:06.239307081+00:00,8,2,Clerk-000005|Clerk-000002,2,2,0.0012540000000000051,Clerk-000005,Clerk-000005,true,highest_valid_agent_bid,"[11, 12]",2023-04-20 10:33:06.239307081+00:00
3,Check application form completeness,,,2023-04-20 09:30:00+00:00,8,2,Clerk-000007|Clerk-000003,2,2,0.0056629999999999875,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[13, 14]",2023-04-20 09:30:00+00:00
2,Return application back to applicant,Check application form completeness,Clerk-000008,2023-04-20 09:37:14.260330456+00:00,8,2,Clerk-000003|Clerk-000002,2,2,0.011628,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[15, 16]",2023-04-20 09:37:14.260330456+00:00
1,AML check,Appraise property,Appraiser-000002,2023-04-20 11:05:45.122607684+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[17, 18]",2023-04-20 11:05:45.122607684+00:00
0,Assess loan risk,Check credit history,Clerk-000005,2023-04-20 11:31:27.098319038+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.011292999999999997,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[19, 20]",2023-04-20 11:31:27.098319038+00:00
2,Applicant completes form,Return application back to applicant,Clerk-000003,2023-04-20 09:42:14.260330456+00:00,1,1,Applicant-000001,1,1,0.0,Applicant-000001,Applicant-000001,true,highest_valid_agent_bid,[21],2023-04-20 09:42:14.260330456+00:00
3,Check credit history,Check application form completeness,Clerk-000007,2023-04-20 09:43:23.830911638+00:00,8,2,Clerk-000002|Clerk-000004,2,2,0.0012550000000000061,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[22, 23]",2023-04-20 09:43:23.830911638+00:00
4,Check application form completeness,,,2023-04-20 10:00:00+00:00,8,2,Clerk-000004|Clerk-000001,2,2,0.03284200000000001,Clerk-000001,Clerk-000001,true,highest_valid_agent_bid,"[24, 25]",2023-04-20 10:00:00+00:00
1,Check credit history,AML check,AML Investigator-000002,2023-04-20 11:18:23.319217537+00:00,8,2,Clerk-000004|Clerk-000002,2,2,0.0012550000000000061,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[26, 27]",2023-04-20 11:18:23.319217537+00:00
0,Reject application,Assess loan risk,Loan Officer-000001,2023-04-20 11:51:27.098319038+00:00,8,2,Clerk-000004|Clerk-000008,2,2,0.006079000000000001,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[28, 29]",2023-04-20 11:51:27.098319038+00:00
4,Check credit history,Check application form completeness,Clerk-000001,2023-04-20 10:13:19.157835998+00:00,8,2,Clerk-000004|Clerk-000003,2,2,0.010037999999999991,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[30, 31]",2023-04-20 10:13:19.157835998+00:00
5,Check application form completeness,,,2023-04-20 10:30:00+00:00,8,2,Clerk-000006|Clerk-000007,2,2,0.007927000000000017,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[32, 33]",2023-04-20 10:30:00+00:00
2,Check application form completeness,Applicant completes form,Applicant-000001,2023-04-20 10:42:14.260330456+00:00,8,2,Clerk-000007|Clerk-000003,2,2,0.36976200000000004,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[34, 35]",2023-04-20 10:42:14.260330456+00:00
3,Appraise property,Check credit history,Clerk-000002,2023-04-20 11:06:40.536778039+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[36, 37]",2023-04-20 11:06:40.536778039+00:00
1,Assess loan risk,Check credit history,Clerk-000002,2023-04-20 11:35:40.279039381+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.0034500000000000086,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[38, 39]",2023-04-20 11:35:40.279039381+00:00
4,AML check,Check credit history,Clerk-000004,2023-04-20 10:16:55.187688907+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[40],2023-04-20 10:16:55.187688907+00:00
5,AML check,Check application form completeness,Clerk-000006,2023-04-20 10:31:44.357427767+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,,,highest_valid_agent_bid,"[41, 42]",
6,Check application form completeness,,,2023-04-20 11:00:00+00:00,8,2,Clerk-000007|Clerk-000004,2,2,0.024914999999999993,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[43, 44]",2023-04-20 11:00:00+00:00
3,AML check,Appraise property,Appraiser-000001,2023-04-20 11:44:31.272997503+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[45, 46]",2023-04-20 11:44:31.272997503+00:00
2,Appraise property,Check application form completeness,Clerk-000003,2023-04-20 11:48:07.616107576+00:00,2,2,Appraiser-000002|Appraiser-000001,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[47, 48]",2023-04-20 11:48:07.616107576+00:00
1,Design loan offer,Assess loan risk,Loan Officer-000004,2023-04-20 11:55:40.279039381+00:00,4,2,Loan Officer-000003|Loan Officer-000002,2,2,0.036324999999999996,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[49, 50]",2023-04-20 11:55:40.279039381+00:00
4,Appraise property,AML check,AML Investigator-000001,2023-04-20 11:13:27.689506658+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[51],2023-04-20 11:13:27.689506658+00:00
5,AML check,Check application form completeness,Clerk-000006,2023-04-20 11:13:27.689506658+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[52],2023-04-20 11:13:27.689506658+00:00
6,Return application back to applicant,Check application form completeness,Clerk-000007,2023-04-20 11:27:06.486123242+00:00,8,2,Clerk-000004|Clerk-000006,2,2,0.0,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[53, 54]",2023-04-20 11:27:06.486123242+00:00
7,Check application form completeness,,,2023-04-20 11:30:00+00:00,8,2,Clerk-000004|Clerk-000001,2,2,0.394677,Clerk-000001,Clerk-000001,true,highest_valid_agent_bid,"[55, 56]",2023-04-20 11:30:00+00:00
2,AML check,Appraise property,Appraiser-000001,2023-04-20 12:07:34.275457364+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[57],2023-04-20 12:07:34.275457364+00:00
