bottleneck_busy_minutes,bottleneck_resource,bottleneck_utilization,bottleneck_utilization_delta,bottleneck_utilization_relative_change,cases,constrained_group_busy_minutes,constrained_group_event_share,constrained_group_event_share_delta,constrained_group_event_share_relative_change,constrained_group_utilization,constrained_group_utilization_delta,constrained_group_utilization_relative_change,constrained_resource_capacity,constrained_resource_count,constrained_resources,events,handover_count,handover_per_case,handover_per_case_delta,handover_per_case_relative_change,load_multiplier,makespan_minutes,mean_cycle_time,mean_cycle_time_delta,mean_cycle_time_relative_change,median_cycle_time,mode,p90_cycle_time,p90_cycle_time_delta,p90_cycle_time_relative_change,run,scenario,seed,throughput_cases_per_day
25137.300000000003,Loan Officer-000004,0.1410223121372907,,,300,77653.46666666667,0.3153434433541481,,,0.43564230903117535,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2242,1894,6.3133333333333335,,,1.0,178250.51666666666,2785.8095,,,1301.5583333333334,central_baseline,7260.540000000001,,,1,baseline,5008,2.4235553875439915
26043.35,Clerk-000008,0.18257414660136093,,,300,74152.81666666671,0.3175735950044603,,,0.5198404667987739,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2242,1882,6.273333333333333,,,1.0,142645.33333333334,2276.8620555555553,,,1295.0,agent_profile,6206.0633333333335,,,1,baseline,5008,3.028490241531444
31110.050000000007,Clerk-000008,0.19564721800605558,,,300,74070.76666666669,0.31801962533452277,,,0.46582179822626485,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2242,1932,6.44,,,1.0,159010.95,2540.0759444444443,,,1305.8666666666668,llm_agent_proxy,5562.746666666667,,,1,baseline,5008,2.7167940321091093
35821.299999999996,Clerk-000008,0.13808926904392776,-0.002933043093362925,-0.02079843287853268,300,103747.13333333333,0.3147497805092186,-0.00059366284492951,-0.0018825913696350232,0.39993986280238053,-0.035702446228794815,-0.08195357863241856,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2278,1919,6.3966666666666665,0.08333333333333304,0.01319957761351632,1.0,259406.83333333334,3847.5822222222223,1061.7727222222225,0.3811361552978488,2604.633333333333,central_baseline,9135.771666666667,1875.2316666666666,0.25827716212109103,1,reduced_capacity,5016,1.6653377802306673
35889.76666666666,AML Investigator-000002,0.15091208707573306,-0.03166205952562787,-0.1734202794591721,300,111446.48333333335,0.3244073748902546,0.006833779885794311,0.02151872823588602,0.46861885599007996,-0.051221610808693974,-0.09853332720348115,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2278,1913,6.376666666666667,0.1033333333333335,0.016471838469713097,1.0,237819.03333333333,3690.740111111111,1413.8780555555559,0.6209765989580642,2166.1,agent_profile,8983.211666666666,2777.1483333333326,0.4474895250290172,1,reduced_capacity,5016,1.81650725740903
22448.833333333347,Appraiser-000001,0.11535012251556158,-0.080297095490494,-0.41041777291210285,300,82665.75,0.3230904302019315,0.00507080486740874,0.01594494321561065,0.42476614480369934,-0.04105565342256551,-0.08813596439431423,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2278,1966,6.553333333333334,0.11333333333333329,0.017598343685300197,1.0,194614.73333333334,3168.9881111111113,628.912166666667,0.24759581225994415,1792.7833333333333,llm_agent_proxy,8428.918333333331,2866.1716666666644,0.5152439682075517,1,reduced_capacity,5016,2.219770274330035
21914.46666666667,Clerk-000004,0.12627025988836205,-0.014752052248928643,-0.10460793065544798,300,79318.95000000001,0.32051855163164955,0.00517510827750145,0.016411022288766973,0.457032543064642,0.021390234033466682,0.049100451425474284,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2237,1873,6.243333333333333,-0.07000000000000028,-0.011087645195353794,1.6,173552.08333333334,2743.4721666666665,-42.33733333333339,-0.01519749765134098,1375.8833333333332,central_baseline,6277.853333333333,-982.6866666666683,-0.13534622310002675,1,high_load,5009,2.4891663165476263
25499.10000000001,Clerk-000008,0.14021963752769212,-0.042354509073668806,-0.23198525016878316,300,81123.06666666668,0.3263299061242736,0.008756311119813287,0.02757254147559184,0.44609601919812075,-0.07374444760065318,-0.14185976719892232,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2237,1877,6.256666666666667,-0.016666666666666607,-0.0026567481402762923,1.6,181851.13333333333,2493.489777777778,216.62772222222247,0.0951431035067099,1205.85,agent_profile,6921.531666666667,715.4683333333332,0.11528537414216955,1,high_load,5009,2.3755694676268173
23389.266666666666,Clerk-000008,0.1310527901373193,-0.06459442786873629,-0.3301576609524649,300,79634.54999999999,0.32007152436298614,0.0020518990284633665,0.006452114476598692,0.4462016752198242,-0.01962012300644067,-0.04211937500810243,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2237,1917,6.39,-0.05000000000000071,-0.007763975155279613,1.6,178472.1,2406.3265555555554,-133.74938888888892,-0.052655665347888674,1351.5166666666669,llm_agent_proxy,5414.63,-148.1166666666668,-0.02662653461359618,1,high_load,5009,2.420546404732168
25492.283333333326,Appraiser-000001,0.12294547566369454,-0.018076836473596147,-0.1281842298543343,300,93491.65000000002,0.3220940550133097,0.006750611659161576,0.021407173040792437,0.45089626651072795,0.015253957479552605,0.035014866929421684,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2254,1890,6.3,-0.013333333333333641,-0.0021119324181626676,1.6,207346.25,3134.5462222222222,348.7367222222224,0.12518326261082188,1517.05,central_baseline,8006.259999999999,745.7199999999984,0.10270861395984297,1,reduced_capacity_high_load,5026,2.0834714879097165
35566.49999999998,Appraiser-000002,0.1531291119108528,-0.02944503469050813,-0.1612771317222668,300,103276.51666666665,0.323868677905945,0.006295082901484672,0.019822438012821117,0.44464991715274377,-0.07519054964603017,-0.144641586117873,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2254,1892,6.306666666666667,0.033333333333333215,0.005313496280552585,1.6,232264.78333333333,3665.511111111111,1388.6490555555556,0.6098959979447348,2250.333333333333,agent_profile,9473.761666666667,3267.6983333333337,0.5265331914649062,1,reduced_capacity_high_load,5026,1.8599461950287055
25133.36666666666,Loan Officer-000004,0.13588798807647562,-0.059759229929579966,-0.3054438010344227,300,65294.98333333334,0.3220940550133097,0.004074429678786906,0.012811881262048026,0.35302886534581557,-0.11279293288044928,-0.24213751548325368,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2254,1945,6.483333333333333,0.043333333333333,0.006728778467908851,1.6,184956.5,2458.226277777778,-81.84966666666651,-0.03222331475784609,1217.275,llm_agent_proxy,7179.886666666667,1617.1400000000003,0.2907089063915668,1,reduced_capacity_high_load,5026,2.335684336587252
21596.783333333336,AML Investigator-000002,0.1636297834903517,,,300,68447.75,0.33105646630236796,,,0.5185999387054577,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2196,1830,6.1,,,1.0,131985.65,2183.895111111111,,,1230.4499999999998,central_baseline,5221.508333333333,,,2,baseline,6008,3.2730830965336004
29562.166666666668,Appraiser-000002,0.195519302919391,,,300,70441.01666666668,0.32786885245901637,,,0.46588528611231267,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2196,1842,6.14,,,1.0,151198.2,2382.6555,,,1222.8416666666667,agent_profile,5773.601666666667,,,2,baseline,6008,2.857176871153228
22394.816666666673,AML Investigator-000002,0.12061448272506767,,,300,83579.98333333334,0.3237704918032787,,,0.45014686237305396,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2196,1886,6.286666666666667,,,1.0,185672.7,2743.0875555555554,,,1339.425,llm_agent_proxy,6542.661666666666,,,2,baseline,6008,2.326674842343543
30098.600000000006,Appraiser-000002,0.12915573065100308,-0.03447405283934862,-0.21068323934671318,300,103691.41666666669,0.32666060054595086,-0.004395865756417094,-0.013278296012506106,0.4449489571548488,-0.07365098155060895,-0.14201887824063072,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2198,1837,6.123333333333333,0.023333333333333428,0.0038251366120218735,1.0,233041.15,3848.849166666667,1664.954055555556,0.7623782145418463,2694.041666666667,central_baseline,9407.725,4186.216666666667,0.8017255550359811,2,reduced_capacity,6016,1.8537498634897742
26230.68333333333,Loan Officer-000004,0.14841271465320016,-0.04710658826619085,-0.24093062711875576,300,72957.30000000002,0.33666969972702454,0.008800847268008172,0.026842584167424927,0.4127910359471353,-0.05309425016517738,-0.11396421339732493,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2198,1847,6.156666666666666,0.016666666666666607,0.0027144408251900012,1.0,176741.48333333334,2888.841611111111,506.18611111111113,0.21244620177407567,2073.025,agent_profile,7972.8583333333345,2199.256666666667,0.38091589853935776,2,reduced_capacity,6016,2.444247902939972
29826.116666666683,Appraiser-000002,0.17610068153676864,0.05548619881170097,0.4600293228316363,300,81694.0666666667,0.3330300272975432,0.009259535494264504,0.028599071653171375,0.48234173353141435,0.032194871158360394,0.07152081653671345,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2198,1879,6.263333333333334,-0.023333333333333428,-0.0037115588547189968,1.0,169369.68333333332,2587.726722222222,-155.36083333333318,-0.05663721269803511,1519.8916666666667,llm_agent_proxy,7285.255,742.5933333333342,0.11350018863372897,2,reduced_capacity,6016,2.5506335697031965
20124.816666666677,Clerk-000008,0.12692594132341609,-0.03670384216693562,-0.2243102776524778,300,69769.55000000002,0.33153638814016173,0.00047992183779377307,0.001449667614573763,0.44003212333004155,-0.07856781537541618,-0.1514998547272087,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2226,1858,6.193333333333333,0.09333333333333371,0.015300546448087494,1.6,158555.58333333334,2353.8234444444442,169.92833333333328,0.07780975032581945,1233.15,central_baseline,5528.856666666667,307.34833333333336,0.05886198272849002,2,high_load,6009,2.724596579432975
34018.183333333356,Appraiser-000002,0.15483439943809996,-0.04068490348129106,-0.2080863775279758,300,119487.48333333334,0.3252470799640611,-0.0026217724949552657,-0.00799640610961356,0.5438495213281515,0.07796423521583878,0.16734642097506308,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2226,1865,6.216666666666667,0.0766666666666671,0.012486427795874121,1.6,219706.88333333333,3518.157166666667,1135.501666666667,0.47656980485289085,2172.0916666666667,agent_profile,8113.725,2340.123333333333,0.40531430265510165,2,high_load,6009,1.9662561019746538
28760.59999999999,Clerk-000008,0.14774910779586317,0.027134625070795504,0.22496987474254643,300,100435.30000000002,0.31716082659478884,-0.006609665208489879,-0.020414662162930763,0.5159567591152432,0.06580989674218923,0.14619650217099603,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2226,1905,6.35,0.06333333333333258,0.010074231177094259,1.6,194658.36666666667,2943.8611111111113,200.77355555555596,0.07319254361711158,1604.2416666666668,llm_agent_proxy,6591.76,49.09833333333427,0.007504336283118355,2,high_load,6009,2.219272705291715
32534.983333333337,Appraiser-000002,0.13971442302909415,-0.023915360461257557,-0.14615530223852985,300,104544.31666666667,0.31623175586023883,-0.01482471044212913,-0.04478000568213971,0.4489428727965408,-0.0696570659089169,-0.1343175359464882,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2261,1887,6.29,0.1900000000000004,0.031147540983606625,1.6,232867.75,3826.388,1642.492888888889,0.7520933036263037,2617.925,central_baseline,9080.411666666667,3858.9033333333336,0.7390399645057862,2,reduced_capacity_high_load,6026,1.8551302187615075
19851.600000000002,Clerk-000008,0.11525124197152568,-0.08026806094786533,-0.4105377819445191,300,67431.06666666665,0.3206545776205219,-0.007214274838494461,-0.02200353825740811,0.39148049430766674,-0.07440479180464593,-0.15970624963396868,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2261,1903,6.343333333333334,0.20333333333333403,0.03311617806731825,1.6,172246.3,2758.5999444444446,375.9444444444448,0.15778380233501857,1491.8666666666668,agent_profile,7983.704999999999,2210.1033333333316,0.3827945641094622,2,reduced_capacity_high_load,6026,2.5080364570966114
24577.63333333335,Clerk-000003,0.1212791760511916,0.0006646933261239274,0.005510891487542583,300,71006.91666666667,0.31357806280406897,-0.010192428999209746,-0.031480413617812376,0.35038606974372166,-0.0997607926293323,-0.22161832274786958,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2261,1939,6.463333333333333,0.17666666666666586,0.028101802757157877,1.6,202653.36666666667,3099.961222222222,356.87366666666685,0.13009926203190023,2154.5166666666664,llm_agent_proxy,6940.028333333334,397.3666666666677,0.060734711178962245,2,reduced_capacity_high_load,6026,2.1317188414173893
23022.78333333333,Clerk-000002,0.1372155446059513,,,300,76097.21666666667,0.31488801054018445,,,0.45353860463933526,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2277,1908,6.36,,,1.0,167785.53333333333,2129.7947777777777,,,1226.3666666666668,central_baseline,5358.848333333333,,,3,baseline,7008,2.5747154204395057
30934.233333333334,Clerk-000008,0.17960516849155111,,,300,73794.15000000001,0.32103645147123405,,,0.4284512436957372,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2277,1919,6.3966666666666665,,,1.0,172234.65,2407.9985555555554,,,1295.3,agent_profile,6156.535,,,3,baseline,7008,2.5082061013855226
26392.36666666667,Appraiser-000002,0.1499345077686455,,,300,92113.31666666665,0.32103645147123405,,,0.52329391175052,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2277,1953,6.51,,,1.0,176025.96666666667,3076.463222222222,,,1364.8,llm_agent_proxy,8251.758333333335,,,3,baseline,7008,2.4541833695369566
21507.383333333335,Appraiser-000001,0.10136788671180728,-0.03584765789414403,-0.26125070593925437,300,85779.01666666666,0.32123655913978494,0.00634854859960049,0.020161290322580634,0.40429081999205985,-0.04924778464727542,-0.10858565101958284,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2232,1875,6.25,-0.11000000000000032,-0.017295597484276778,1.0,212171.56666666668,3163.8372222222224,1034.0424444444448,0.4855127147618241,1456.0666666666666,central_baseline,8495.619999999999,3136.7716666666656,0.5853443634810835,3,reduced_capacity,7016,2.036088090345753
36661.71666666667,Appraiser-000002,0.1587767429670271,-0.02082842552452402,-0.11596785159055051,300,91439.76666666666,0.3275089605734767,0.006472509102242674,0.020161290322580808,0.3960127797888605,-0.03243846390687671,-0.07571098085063034,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2232,1872,6.24,-0.1566666666666663,-0.024491922876498116,1.0,230901.05,3731.4746666666665,1323.476111111111,0.5496166549010942,2297.2833333333333,agent_profile,9400.205,3243.67,0.5268661674139756,3,reduced_capacity,7016,1.8709312928633284
38865.78333333334,Appraiser-000002,0.15812780828181353,0.008193300513168023,0.05464586261763429,300,124725.8,0.324820788530466,0.0037843370592319237,0.01178787343894814,0.5074545190828732,-0.01583939266764678,-0.03026863548758083,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2232,1917,6.39,-0.1200000000000001,-0.01843317972350232,1.0,245787.15,3473.0544444444445,396.5912222222223,0.1289114133910408,2158.491666666667,llm_agent_proxy,8721.829999999998,470.0716666666631,0.056966242548304916,3,reduced_capacity,7016,1.7576183295180403
29430.366666666672,Appraiser-000001,0.16965328826211407,0.032437743656162754,0.23639991918784298,300,97982.95000000001,0.31838365896980464,0.0034956484296201906,0.011101243339254078,0.5648291728539675,0.11129056821463224,0.24538279007832894,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2252,1889,6.296666666666667,-0.06333333333333346,-0.009958071278826015,1.6,173473.6,2555.7124444444444,425.9176666666667,0.19998061367728026,1323.45,central_baseline,6200.803333333333,841.9549999999999,0.15711491492730556,3,high_load,7009,2.4902924710157626
32487.133333333335,AML Investigator-000002,0.20152181314093165,0.021916644649380534,0.12202680375766316,300,80206.25000000001,0.32904085257548843,0.008004401104254377,0.02493299769410016,0.49752955298923013,0.0690783092934929,0.1612279350565932,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2252,1897,6.323333333333333,-0.07333333333333325,-0.011464304325169346,1.6,161209.01666666666,2499.4043888888887,91.40583333333325,0.03795925588179798,1462.3,agent_profile,5532.178333333333,-624.3566666666666,-0.10141364690798746,3,high_load,7009,2.679750853472733
23867.11666666667,Appraiser-000002,0.12387373905485428,-0.02606076871379122,-0.17381434802189732,300,86864.93333333333,0.31927175843694494,-0.001764693034289111,-0.0054968618865612945,0.4508413913180679,-0.0724525204324521,-0.13845473605852648,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2252,1940,6.466666666666667,-0.043333333333333,-0.006656426011264671,1.6,192672.93333333332,2989.834277777778,-86.62894444444419,-0.028158615327723464,1430.9833333333333,llm_agent_proxy,7209.076666666666,-1042.6816666666691,-0.12635872556455166,3,high_load,7009,2.2421416050827414
28247.20000000001,AML Investigator-000002,0.14435249826121047,0.007136953655259154,0.05201271966492352,300,81469.35000000005,0.32853932584269663,0.01365131530251218,0.04335292181843826,0.41633521921524785,-0.03720338542408741,-0.08202914822140098,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2225,1862,6.206666666666667,-0.15333333333333332,-0.024109014675052408,1.6,195682.1,3226.726111111111,1096.9313333333334,0.5150408597009843,2116.9750000000004,central_baseline,8121.626666666666,2762.7783333333327,0.5155544925853159,3,reduced_capacity_high_load,7026,2.2076623257824806
22096.533333333326,Appraiser-000001,0.11018720884840703,-0.06941795964314408,-0.38650312920371,300,77816.18333333335,0.32764044943820225,0.0066039979669682,0.020570866444304507,0.38804041862083655,-0.04041082507490068,-0.09431837500651125,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2225,1865,6.216666666666667,-0.17999999999999972,-0.0281396560708702,1.6,200536.28333333333,3070.297,662.2984444444446,0.27504104722838757,1366.6083333333331,agent_profile,7997.541666666667,1841.0066666666671,0.2990329246348258,3,reduced_capacity_high_load,7026,2.154223628857854
26105.466666666678,AML Investigator-000002,0.15435353847412195,0.0044190307054764455,0.02947307308531785,300,67405.28333333333,0.32224719101123595,0.0012107395400018928,0.003771346009007264,0.39854656218942974,-0.12474734956109024,-0.2383886889564338,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2225,1908,6.36,-0.14999999999999947,-0.023041474654377798,1.6,169127.75,2966.5802777777776,-109.88294444444455,-0.03571729499339595,1430.5916666666667,llm_agent_proxy,8077.155000000001,-174.60333333333438,-0.02115953064548881,3,reduced_capacity_high_load,7026,2.5542821920116596
25213.26666666667,Clerk-000002,0.14832178185835881,,,300,81762.25,0.30863656291100394,,,0.48098180886577946,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2281,1915,6.383333333333334,,,1.0,169990.31666666668,2500.584388888889,,,1174.125,central_baseline,6080.6033333333335,,,4,baseline,8008,2.5413212262384746
31668.66666666666,Clerk-000007,0.17289351878601472,,,300,67328.21666666666,0.32266549758877683,,,0.36757506767216397,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2281,1914,6.38,,,1.0,183168.61666666667,2646.021888888889,,,1348.9333333333334,agent_profile,6260.71,,,4,baseline,8008,2.358482625799161
28430.983333333326,Clerk-000002,0.16355600137145274,,,300,67804.68333333333,0.3125822007891276,,,0.3900625859554953,,,1.0,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2281,1963,6.543333333333333,,,1.0,173830.26666666666,2488.192611111111,,,1483.1166666666668,llm_agent_proxy,6097.481666666667,,,4,baseline,8008,2.4851828642039324
27381.316666666677,AML Investigator-000002,0.14554420754732866,-0.002777574311030151,-0.01872667841654316,300,73922.45000000001,0.31741071428571427,0.008774151374710326,0.028428748985389565,0.39293159405678774,-0.08805021480899172,-0.18306350299739216,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2240,1890,6.3,-0.08333333333333393,-0.013054830287206358,1.0,188130.58333333334,2797.3355,296.7511111111112,0.11867270404058218,1585.9416666666666,central_baseline,6983.6,902.9966666666669,0.14850445213495814,4,reduced_capacity,8016,2.296277364082661
26115.583333333332,Clerk-000003,0.15324853424948526,-0.019644984536529464,-0.1136247597623569,300,64497.76666666668,0.32410714285714287,0.001441645268366043,0.00446792507763987,0.3784785535085493,0.01090348583638534,0.029663290019741044,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2240,1866,6.22,-0.16000000000000014,-0.025078369905956136,1.0,170413.26666666666,2634.681611111111,-11.340277777777828,-0.0042857838120680895,1367.5833333333335,agent_profile,6994.323333333334,733.6133333333337,0.11717733824651416,4,reduced_capacity,8016,2.5350139014998443
27410.933333333327,Clerk-000005,0.12091798075759452,-0.04263802061385821,-0.26069370892128146,300,100398.59999999998,0.3098214285714286,-0.0027607722176989924,-0.00883214786615905,0.4428888223272014,0.05282623637170608,0.13543015473351078,0.5,5,Appraiser-000002|AML Investigator-000002|AML Investigator-000001|Appraiser-000001|Clerk-000005,2240,1921,6.403333333333333,-0.13999999999999968,-0.021395822720325985,1.0,226690.3,3249.9673888888888,761.7747777777777,0.30615587168615715,2176.3,llm_agent_proxy,7433.498333333332,1336.0166666666655,0.21910958321864554,4,reduced_capacity,8016,1.9056836573951335
