case_id,activity,resource,start_time,end_time
0,Check application form completeness,Clerk-000001,2023-04-20 08:00:00+00:00,2023-04-20 08:08:45.291198+00:00
0,Appraise property,Appraiser-000001,2023-04-20 08:08:45.291198+00:00,2023-04-20 09:29:40.347190+00:00
1,Check application form completeness,Clerk-000006,2023-04-20 08:30:00+00:00,2023-04-20 08:40:41.873575+00:00
0,Check credit history,Clerk-000005,2023-04-20 09:29:40.347190+00:00,2023-04-20 09:36:27.101972+00:00
1,Appraise property,Appraiser-000002,2023-04-20 08:40:41.873575+00:00,2023-04-20 09:07:09.907272+00:00
2,Check application form completeness,Clerk-000008,2023-04-20 09:00:00+00:00,2023-04-20 09:11:05.253422+00:00
0,AML check,AML Investigator-000002,2023-04-20 09:36:27.101972+00:00,2023-04-20 09:38:23.544010+00:00
1,Check credit history,Clerk-000002,2023-04-20 09:07:09.907272+00:00,2023-04-20 09:41:12.044431+00:00
2,Return application back to applicant,Clerk-000007,2023-04-20 09:11:05.253422+00:00,2023-04-20 09:16:05.253422+00:00
3,Check application form completeness,Clerk-000003,2023-04-20 09:30:00+00:00,2023-04-20 09:34:20.323323+00:00
0,Assess loan risk,Loan Officer-000001,2023-04-20 09:38:23.544010+00:00,2023-04-20 09:58:23.544010+00:00
2,Applicant completes form,Applicant-000001,2023-04-20 09:16:05.253422+00:00,2023-04-20 10:16:05.253422+00:00
3,Return application back to applicant,Clerk-000006,2023-04-20 09:34:20.323323+00:00,2023-04-20 09:39:20.323323+00:00
1,AML check,AML Investigator-000002,2023-04-20 09:41:12.044431+00:00,2023-04-20 10:09:22.863874+00:00
0,Reject application,Clerk-000001,2023-04-20 09:58:23.544010+00:00,2023-04-20 10:08:23.544010+00:00
4,Check application form completeness,Clerk-000008,2023-04-20 10:00:00+00:00,2023-04-20 10:03:08.516031+00:00
2,Check application form completeness,Clerk-000007,2023-04-20 10:16:05.253422+00:00,2023-04-20 10:33:42.890266+00:00
4,Return application back to applicant,Clerk-000003,2023-04-20 10:03:08.516031+00:00,2023-04-20 10:08:08.516031+00:00
1,Assess loan risk,Loan Officer-000004,2023-04-20 10:09:22.863874+00:00,2023-04-20 10:29:22.863874+00:00
3,Applicant completes form,Applicant-000001,2023-04-20 10:16:05.253422+00:00,2023-04-20 11:16:05.253422+00:00
5,Check application form completeness,Clerk-000002,2023-04-20 10:30:00+00:00,2023-04-20 10:36:19.596079+00:00
2,AML check,AML Investigator-000002,2023-04-20 10:33:42.890266+00:00,2023-04-20 13:26:21.614133+00:00
1,Reject application,Clerk-000005,2023-04-20 10:29:22.863874+00:00,2023-04-20 10:39:22.863874+00:00
5,Appraise property,Appraiser-000001,2023-04-20 10:36:19.596079+00:00,2023-04-20 10:36:31.407963+00:00
6,Check application form completeness,Clerk-000001,2023-04-20 11:00:00+00:00,2023-04-20 11:39:38.757217+00:00
3,Check application form completeness,Clerk-000006,2023-04-20 11:16:05.253422+00:00,2023-04-20 11:41:11.869466+00:00
2,Check credit history,Clerk-000005,2023-04-20 13:26:21.614133+00:00,2023-04-20 13:56:40.513926+00:00
5,AML check,AML Investigator-000001,2023-04-20 10:36:31.407963+00:00,2023-04-20 11:49:51.725402+00:00
6,Check credit history,Clerk-000002,2023-04-20 11:39:38.757217+00:00,2023-04-20 14:11:45.140563+00:00
3,Check credit history,Clerk-000004,2023-04-20 11:41:11.869466+00:00,2023-04-20 12:51:47.758983+00:00
2,Appraise property,Appraiser-000001,2023-04-20 13:56:40.513926+00:00,2023-04-20 14:03:51.780230+00:00
4,Applicant completes form,Applicant-000001,2023-04-20 11:16:05.253422+00:00,2023-04-20 12:16:05.253422+00:00
7,Check application form completeness,Clerk-000008,2023-04-20 11:30:00+00:00,2023-04-20 11:53:14.508013+00:00
5,Check credit history,Clerk-000003,2023-04-20 11:49:51.725402+00:00,2023-04-20 12:11:51.698945+00:00
8,Check application form completeness,Clerk-000001,2023-04-20 12:00:00+00:00,2023-04-20 12:16:07.928712+00:00
3,AML check,AML Investigator-000001,2023-04-20 12:51:47.758983+00:00,2023-04-20 13:22:13.306730+00:00
2,Assess loan risk,Loan Officer-000002,2023-04-20 14:03:51.780230+00:00,2023-04-20 14:23:51.780230+00:00
6,Appraise property,Appraiser-000001,2023-04-20 14:11:45.140563+00:00,2023-04-20 14:29:06.700528+00:00
7,Check credit history,Clerk-000007,2023-04-20 11:53:14.508013+00:00,2023-04-20 12:16:45.408550+00:00
5,Assess loan risk,Loan Officer-000001,2023-04-20 12:11:51.698945+00:00,2023-04-20 12:31:51.698945+00:00
4,Check application form completeness,Clerk-000006,2023-04-20 12:16:05.253422+00:00,2023-04-20 12:47:13.854642+00:00
8,Check credit history,Clerk-000003,2023-04-20 12:16:07.928712+00:00,2023-04-20 13:06:44.766324+00:00
9,Check application form completeness,Clerk-000007,2023-04-20 12:30:00+00:00,2023-04-20 12:55:17.361271+00:00
3,Appraise property,Appraiser-000002,2023-04-20 13:22:13.306730+00:00,2023-04-20 13:25:13.237098+00:00
2,Design loan offer,Loan Officer-000002,2023-04-20 14:23:51.780230+00:00,2023-04-20 14:27:17.609533+00:00
6,AML check,AML Investigator-000002,2023-04-20 14:29:06.700528+00:00,2023-04-20 14:40:59.195423+00:00
7,AML check,AML Investigator-000001,2023-04-20 12:16:45.408550+00:00,2023-04-20 12:33:36.835595+00:00
5,Design loan offer,Loan Officer-000004,2023-04-20 12:31:51.698945+00:00,2023-04-20 13:05:09.953823+00:00
4,Check credit history,Clerk-000006,2023-04-20 12:47:13.854642+00:00,2023-04-20 14:45:09.139014+00:00
8,Appraise property,Appraiser-000001,2023-04-20 13:06:44.766324+00:00,2023-04-20 13:51:24.703557+00:00
3,Assess loan risk,Loan Officer-000001,2023-04-20 13:25:13.237098+00:00,2023-04-20 13:45:13.237098+00:00
2,Approve loan offer,Senior Officer-000001,2023-04-20 14:27:17.609533+00:00,2023-04-20 14:47:17.609533+00:00
6,Assess loan risk,Loan Officer-000004,2023-04-20 14:40:59.195423+00:00,2023-04-21 07:00:59.195423+00:00
7,Appraise property,Appraiser-000001,2023-04-20 12:33:36.835595+00:00,2023-04-20 12:38:05.036216+00:00
5,Approve loan offer,Senior Officer-000002,2023-04-20 13:05:09.953823+00:00,2023-04-20 13:25:09.953823+00:00
9,AML check,AML Investigator-000001,2023-04-20 13:26:21.614133+00:00,2023-04-20 14:05:12.828649+00:00
3,Design loan offer,Loan Officer-000003,2023-04-20 13:45:13.237098+00:00,2023-04-20 13:47:34.579405+00:00
4,AML check,AML Investigator-000002,2023-04-20 14:45:09.139014+00:00,2023-04-20 14:45:39.343923+00:00
2,Cancel application,Clerk-000005,2023-04-20 14:47:17.609533+00:00,2023-04-20 14:52:17.609533+00:00
6,Design loan offer,Loan Officer-000003,2023-04-21 07:00:59.195423+00:00,2023-04-21 07:44:44.332155+00:00
7,Assess loan risk,Loan Officer-000003,2023-04-20 12:38:05.036216+00:00,2023-04-20 12:58:05.036216+00:00
5,Cancel application,Clerk-000004,2023-04-20 13:25:09.953823+00:00,2023-04-20 13:30:09.953823+00:00
3,Approve loan offer,Senior Officer-000002,2023-04-20 13:47:34.579405+00:00,2023-04-20 14:07:34.579405+00:00
9,Check credit history,Clerk-000004,2023-04-20 14:05:12.828649+00:00,2023-04-20 14:07:55.133412+00:00
8,AML check,AML Investigator-000001,2023-04-20 14:05:12.828649+00:00,2023-04-20 14:07:14.563597+00:00
4,Appraise property,Appraiser-000001,2023-04-20 14:45:39.343923+00:00,2023-04-21 07:18:41.497931+00:00
7,Design loan offer,Loan Officer-000003,2023-04-20 12:58:05.036216+00:00,2023-04-20 13:09:01.475343+00:00
3,Cancel application,Clerk-000001,2023-04-20 14:07:34.579405+00:00,2023-04-20 14:12:34.579405+00:00
9,Appraise property,Appraiser-000002,2023-04-20 14:07:55.133412+00:00,2023-04-21 07:43:06.954885+00:00
4,Assess loan risk,Loan Officer-000001,2023-04-21 07:18:41.497931+00:00,2023-04-21 07:38:41.497931+00:00
6,Approve loan offer,Senior Officer-000001,2023-04-21 07:44:44.332155+00:00,2023-04-21 08:04:44.332155+00:00
7,Approve loan offer,Senior Officer-000001,2023-04-20 13:09:01.475343+00:00,2023-04-20 13:29:01.475343+00:00
8,Assess loan risk,Loan Officer-000003,2023-04-20 14:07:14.563597+00:00,2023-04-20 14:27:14.563597+00:00
9,Assess loan risk,Loan Officer-000004,2023-04-21 07:43:06.954885+00:00,2023-04-21 08:03:06.954885+00:00
6,Approve application,Clerk-000008,2023-04-21 08:04:44.332155+00:00,2023-04-21 08:09:44.332155+00:00
7,Approve application,Clerk-000003,2023-04-20 13:29:01.475343+00:00,2023-04-20 13:34:01.475343+00:00
8,Reject application,Clerk-000004,2023-04-20 14:27:14.563597+00:00,2023-04-20 14:37:14.563597+00:00
4,Design loan offer,Loan Officer-000002,2023-04-21 07:38:41.497931+00:00,2023-04-21 07:53:42.018468+00:00
9,Design loan offer,Loan Officer-000002,2023-04-21 08:03:06.954885+00:00,2023-04-21 08:07:50.206502+00:00
4,Approve loan offer,Senior Officer-000002,2023-04-21 07:53:42.018468+00:00,2023-04-21 08:13:42.018468+00:00
9,Approve loan offer,Senior Officer-000001,2023-04-21 08:07:50.206502+00:00,2023-04-21 08:27:50.206502+00:00
9,Cancel application,Clerk-000005,2023-04-21 08:27:50.206502+00:00,2023-04-21 08:32:50.206502+00:00
