case_id,activity,previous_activity,previous_resource,decision_timestamp,candidate_count,shortlist_count,shortlist_resources,valid_bid_count,accepted_bid_count,bid_score_range,proposed_resource,executed_resource,proposal_accepted,selection_rule,bid_indices,execution_timestamp
0,Check application form completeness,,,2023-04-20 08:00:00+00:00,6,2,Clerk-000006|Clerk-000008,2,2,0.003020999999999996,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[0, 1]",2023-04-20 08:00:00+00:00
0,AML check,Check application form completeness,Clerk-000006,2023-04-20 08:11:58.718863733+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[2, 3]",2023-04-20 08:11:58.718863733+00:00
0,Appraise property,AML check,AML Investigator-000002,2023-04-20 08:20:17.690646875+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[4, 5]",2023-04-20 08:20:17.690646875+00:00
1,Check application form completeness,,,2023-04-20 08:30:00+00:00,6,2,Clerk-000008|Clerk-000007,2,2,0.007553000000000004,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[6, 7]",2023-04-20 08:30:00+00:00
0,Check credit history,Appraise property,Appraiser-000001,2023-04-20 09:19:32.726879791+00:00,6,2,Clerk-000002|Clerk-000004,2,2,0.0016750000000000098,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[8, 9]",2023-04-20 09:19:32.726879791+00:00
1,Appraise property,Check application form completeness,Clerk-000008,2023-04-20 08:38:23.036569045+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[10],2023-04-20 08:38:23.036569045+00:00
2,Check application form completeness,,,2023-04-20 09:00:00+00:00,6,2,Clerk-000007|Clerk-000003,2,2,0.007553000000000004,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[11, 12]",2023-04-20 09:00:00+00:00
0,Assess loan risk,Check credit history,Clerk-000002,2023-04-20 11:48:32.282475593+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.011292999999999997,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[13, 14]",2023-04-20 11:48:32.282475593+00:00
2,AML check,Check application form completeness,Clerk-000007,2023-04-20 09:13:23.830911638+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[15, 16]",2023-04-20 09:13:23.830911638+00:00
3,Check application form completeness,,,2023-04-20 09:30:00+00:00,6,2,Clerk-000003|Clerk-000004,2,2,0.02568000000000001,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[17, 18]",2023-04-20 09:30:00+00:00
1,AML check,Appraise property,Appraiser-000002,2023-04-20 09:48:01.277085617+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[19, 20]",2023-04-20 09:48:01.277085617+00:00
0,Design loan offer,Assess loan risk,Loan Officer-000001,2023-04-20 12:08:32.282475593+00:00,4,2,Loan Officer-000003|Loan Officer-000002,2,2,0.036324999999999996,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[21, 22]",2023-04-20 12:08:32.282475593+00:00
2,Appraise property,AML check,AML Investigator-000002,2023-04-20 09:26:02.027521491+00:00,2,1,Appraiser-000001,1,1,0.0,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,[23],2023-04-20 09:26:02.027521491+00:00
4,Check application form completeness,,,2023-04-20 10:00:00+00:00,6,2,Clerk-000004|Clerk-000006,2,2,0.04380700000000001,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[24, 25]",2023-04-20 10:00:00+00:00
1,Check credit history,AML check,AML Investigator-000002,2023-04-20 10:07:52.947731660+00:00,6,2,Clerk-000004|Clerk-000007,2,2,0.018425999999999998,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[26, 27]",2023-04-20 10:07:52.947731660+00:00
3,Appraise property,Check application form completeness,Clerk-000003,2023-04-20 10:42:02.239092033+00:00,2,2,Appraiser-000002|Appraiser-000001,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[28, 29]",2023-04-20 10:42:02.239092033+00:00
0,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 12:21:05.083212852+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[30, 31]",2023-04-20 12:21:05.083212852+00:00
2,Check credit history,Appraise property,Appraiser-000001,2023-04-20 09:31:16.866302411+00:00,6,2,Clerk-000007|Clerk-000008,2,2,0.018424999999999997,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[32, 33]",2023-04-20 09:31:16.866302411+00:00
4,Check credit history,Check application form completeness,Clerk-000006,2023-04-20 10:01:44.357427767+00:00,6,2,Clerk-000008|Clerk-000007,2,2,0.018424999999999997,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[34, 35]",2023-04-20 10:01:44.357427767+00:00
5,Check application form completeness,,,2023-04-20 10:30:00+00:00,6,2,Clerk-000008|Clerk-000006,2,2,0.318731,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[36, 37]",2023-04-20 10:30:00+00:00
3,Check credit history,Appraise property,Appraiser-000001,2023-04-20 10:58:47.926963346+00:00,6,2,Clerk-000003|Clerk-000008,2,2,0.02345,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[38, 39]",2023-04-20 10:58:47.926963346+00:00
1,Assess loan risk,Check credit history,Clerk-000004,2023-04-20 11:25:39.155197425+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.0034500000000000086,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[40, 41]",2023-04-20 11:25:39.155197425+00:00
0,Cancel application,Approve loan offer,Senior Officer-000001,2023-04-20 12:41:05.083212852+00:00,6,2,Clerk-000004|Clerk-000002,2,2,0.0,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[42, 43]",2023-04-20 12:41:05.083212852+00:00
2,Assess loan risk,Check credit history,Clerk-000007,2023-04-20 09:45:20.629016080+00:00,4,1,Loan Officer-000002,1,1,0.0,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,[44],2023-04-20 09:45:20.629016080+00:00
4,AML check,Check credit history,Clerk-000007,2023-04-20 10:13:13.713357857+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[45, 46]",2023-04-20 10:13:13.713357857+00:00
5,Check credit history,Check application form completeness,Clerk-000006,2023-04-20 10:40:26.068796861+00:00,6,2,Clerk-000008|Clerk-000007,2,2,0.354271,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[47, 48]",2023-04-20 10:40:26.068796861+00:00
6,Check application form completeness,,,2023-04-20 11:00:00+00:00,6,2,Clerk-000008|Clerk-000006,2,2,0.003020999999999996,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[49, 50]",2023-04-20 11:00:00+00:00
1,Design loan offer,Assess loan risk,Loan Officer-000004,2023-04-20 11:45:39.155197425+00:00,4,2,Loan Officer-000002|Loan Officer-000004,2,2,0.554274,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[51, 52]",2023-04-20 11:45:39.155197425+00:00
2,Reject application,Assess loan risk,Loan Officer-000002,2023-04-20 10:05:20.629016080+00:00,6,1,Clerk-000008,1,1,0.0,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,[53],2023-04-20 10:05:20.629016080+00:00
4,Appraise property,AML check,AML Investigator-000002,2023-04-20 10:16:41.877737888+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[54],2023-04-20 10:16:41.877737888+00:00
6,AML check,Check application form completeness,Clerk-000006,2023-04-20 11:05:11.294859983+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[55, 56]",2023-04-20 11:05:11.294859983+00:00
7,Check application form completeness,,,2023-04-20 11:30:00+00:00,6,2,Clerk-000004|Clerk-000008,2,2,0.04078600000000002,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[57, 58]",2023-04-20 11:30:00+00:00
1,Approve loan offer,Design loan offer,Loan Officer-000004,2023-04-20 11:55:50.390577382+00:00,2,1,Senior Officer-000002,1,1,0.0,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,[59],2023-04-20 11:55:50.390577382+00:00
5,Appraise property,Check credit history,Clerk-000007,2023-04-20 13:03:36.636120764+00:00,2,2,Appraiser-000002|Appraiser-000001,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[60, 61]",2023-04-20 13:03:36.636120764+00:00
3,AML check,Check credit history,Clerk-000003,2023-04-20 13:38:54.151092309+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[62, 63]",2023-04-20 13:38:54.151092309+00:00
4,Assess loan risk,Appraise property,Appraiser-000002,2023-04-20 11:12:59.415585422+00:00,4,1,Loan Officer-000002,1,1,0.0,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,[64],2023-04-20 11:12:59.415585422+00:00
7,Check credit history,Check application form completeness,Clerk-000008,2023-04-20 11:37:53.403446190+00:00,6,2,Clerk-000004|Clerk-000008,2,2,0.036850999999999995,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[65, 66]",2023-04-20 11:37:53.403446190+00:00
8,Check application form completeness,,,2023-04-20 12:00:00+00:00,6,2,Clerk-000004|Clerk-000008,2,2,0.318731,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[67, 68]",2023-04-20 12:00:00+00:00
1,Cancel application,Approve loan offer,Senior Officer-000002,2023-04-20 12:15:50.390577382+00:00,6,2,Clerk-000008|Clerk-000006,2,2,0.363208,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[69, 70]",2023-04-20 12:15:50.390577382+00:00
5,AML check,Appraise property,Appraiser-000001,2023-04-20 13:24:43.632782435+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[71],2023-04-20 13:24:43.632782435+00:00
3,Assess loan risk,AML check,AML Investigator-000002,2023-04-21 07:24:45.190868005+00:00,4,2,Loan Officer-000001|Loan Officer-000003,2,2,0.235257,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[72, 73]",2023-04-21 07:24:45.190868005+00:00
6,Check credit history,AML check,AML Investigator-000002,2023-04-20 11:09:51.420233882+00:00,6,1,Clerk-000006,1,1,0.0,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,[74],2023-04-20 11:09:51.420233882+00:00
4,Design loan offer,Assess loan risk,Loan Officer-000002,2023-04-20 11:32:59.415585422+00:00,4,1,Loan Officer-000002,1,1,0.0,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,[75],2023-04-20 11:32:59.415585422+00:00
7,Appraise property,Check credit history,Clerk-000004,2023-04-20 11:51:11.219103680+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[76],2023-04-20 11:51:11.219103680+00:00
8,Check credit history,Check application form completeness,Clerk-000004,2023-04-20 12:38:25.863255118+00:00,6,2,Clerk-000004|Clerk-000008,2,2,0.036850999999999995,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[77, 78]",2023-04-20 12:38:25.863255118+00:00
5,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 13:24:53.925489410+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.011292999999999997,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[79, 80]",2023-04-20 13:24:53.925489410+00:00
3,Design loan offer,Assess loan risk,Loan Officer-000003,2023-04-21 07:44:45.190868005+00:00,4,2,Loan Officer-000003|Loan Officer-000004,2,2,0.038460999999999995,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[81, 82]",2023-04-21 07:44:45.190868005+00:00
4,Approve loan offer,Design loan offer,Loan Officer-000002,2023-04-20 11:35:47.270033272+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[83, 84]",2023-04-20 11:35:47.270033272+00:00
6,Appraise property,Check credit history,Clerk-000006,2023-04-20 11:51:34.969256255+00:00,2,2,Appraiser-000002|Appraiser-000001,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[85, 86]",2023-04-20 11:51:34.969256255+00:00
9,Check application form completeness,,,2023-04-20 12:30:00+00:00,6,2,Clerk-000008|Clerk-000006,2,2,0.003020999999999996,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[87, 88]",2023-04-20 12:30:00+00:00
8,Appraise property,Check credit history,Clerk-000004,2023-04-20 12:52:37.599039742+00:00,2,1,Appraiser-000001,1,1,0.0,Appraiser-000001,,,highest_valid_agent_bid,[89],
5,Reject application,Assess loan risk,Loan Officer-000001,2023-04-20 13:44:53.925489410+00:00,6,2,Clerk-000003|Clerk-000002,2,2,0.0,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[90, 91]",2023-04-20 13:44:53.925489410+00:00
7,AML check,Appraise property,Appraiser-000002,2023-04-20 13:53:06.261982646+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[92],2023-04-20 13:53:06.261982646+00:00
3,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-21 07:49:32.893767935+00:00,2,2,Senior Officer-000002|Senior Officer-000001,2,2,0.30000000000000004,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[93, 94]",2023-04-21 07:49:32.893767935+00:00
4,Cancel application,Approve loan offer,Senior Officer-000001,2023-04-20 11:55:47.270033272+00:00,6,2,Clerk-000002|Clerk-000003,2,2,0.0,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[95, 96]",2023-04-20 11:55:47.270033272+00:00
6,Assess loan risk,Appraise property,Appraiser-000001,2023-04-20 12:00:56.884465350+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.24655,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[97, 98]",2023-04-20 12:00:56.884465350+00:00
9,Appraise property,Check application form completeness,Clerk-000006,2023-04-20 12:35:03.949971413+00:00,2,1,Appraiser-000001,1,1,0.0,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,[99],2023-04-20 12:35:03.949971413+00:00
8,AML check,Check credit history,Clerk-000004,2023-04-20 13:53:06.261982646+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,,,highest_valid_agent_bid,"[100, 101]",
3,Cancel application,Approve loan offer,Senior Officer-000001,2023-04-21 08:09:32.893767935+00:00,6,2,Clerk-000002|Clerk-000003,2,2,0.0,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[102, 103]",2023-04-21 08:09:32.893767935+00:00
9,Check credit history,Appraise property,Appraiser-000001,2023-04-20 12:38:51.067947433+00:00,6,2,Clerk-000008|Clerk-000006,2,2,0.354271,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[104, 105]",2023-04-20 12:38:51.067947433+00:00
8,AML check,Check credit history,Clerk-000004,2023-04-20 14:13:26.152704561+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[106],2023-04-20 14:13:26.152704561+00:00
7,Assess loan risk,AML check,AML Investigator-000001,2023-04-20 14:13:26.152704561+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.011292999999999997,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[107, 108]",2023-04-20 14:13:26.152704561+00:00
6,Design loan offer,Assess loan risk,Loan Officer-000002,2023-04-20 12:20:56.884465350+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.25641,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,"[109, 110]",2023-04-20 12:20:56.884465350+00:00
9,AML check,Check credit history,Clerk-000006,2023-04-20 12:50:03.520051772+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[111, 112]",2023-04-20 12:50:03.520051772+00:00
8,Appraise property,AML check,AML Investigator-000001,2023-04-20 14:17:29.572839538+00:00,2,2,Appraiser-000002|Appraiser-000001,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[113, 114]",2023-04-20 14:17:29.572839538+00:00
7,Design loan offer,Assess loan risk,Loan Officer-000001,2023-04-20 14:33:26.152704561+00:00,4,2,Loan Officer-000004|Loan Officer-000001,2,2,0.014957999999999999,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[115, 116]",2023-04-20 14:33:26.152704561+00:00
6,Approve loan offer,Design loan offer,Loan Officer-000002,2023-04-20 12:28:42.685431726+00:00,2,1,Senior Officer-000002,1,1,0.0,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,[117],2023-04-20 12:28:42.685431726+00:00
9,Assess loan risk,AML check,AML Investigator-000002,2023-04-20 13:17:58.188229530+00:00,4,1,Loan Officer-000002,1,1,0.0,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,[118],2023-04-20 13:17:58.188229530+00:00
7,Approve loan offer,Design loan offer,Loan Officer-000004,2023-04-20 14:42:43.445199385+00:00,2,1,Senior Officer-000002,1,1,0.0,Senior Officer-000002,Senior Officer-000002,true,highest_valid_agent_bid,[119],2023-04-20 14:42:43.445199385+00:00
8,Assess loan risk,Appraise property,Appraiser-000001,2023-04-20 14:54:50.543504370+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.011292999999999997,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[120, 121]",2023-04-20 14:54:50.543504370+00:00
6,Approve application,Approve loan offer,Senior Officer-000002,2023-04-20 12:48:42.685431726+00:00,6,1,Clerk-000008,1,1,0.0,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,[122],2023-04-20 12:48:42.685431726+00:00
9,Design loan offer,Assess loan risk,Loan Officer-000002,2023-04-20 13:37:58.188229530+00:00,4,1,Loan Officer-000002,1,1,0.0,Loan Officer-000002,Loan Officer-000002,true,highest_valid_agent_bid,[123],2023-04-20 13:37:58.188229530+00:00
7,Cancel application,Approve loan offer,Senior Officer-000002,2023-04-21 07:02:43.445199385+00:00,6,2,Clerk-000003|Clerk-000004,2,2,0.0,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[124, 125]",2023-04-21 07:02:43.445199385+00:00
8,Design loan offer,Assess loan risk,Loan Officer-000001,2023-04-21 07:14:50.543504370+00:00,4,2,Loan Officer-000004|Loan Officer-000001,2,2,0.5713680000000001,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[126, 127]",2023-04-21 07:14:50.543504370+00:00
9,Approve loan offer,Design loan offer,Loan Officer-000002,2023-04-20 13:46:03.324730800+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.30000000000000004,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[128, 129]",2023-04-20 13:46:03.324730800+00:00
8,Approve loan offer,Design loan offer,Loan Officer-000004,2023-04-21 07:19:27.474578402+00:00,2,2,Senior Officer-000002|Senior Officer-000001,2,2,0.30000000000000004,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[130, 131]",2023-04-21 07:19:27.474578402+00:00
