case_id,activity,resource,start_time,end_time
0,Check application form completeness,Clerk-000006,2023-04-20 08:00:00+00:00,2023-04-20 08:11:58.718863+00:00
0,AML check,AML Investigator-000002,2023-04-20 08:11:58.718863+00:00,2023-04-20 08:20:17.690646+00:00
0,Appraise property,Appraiser-000001,2023-04-20 08:20:17.690646+00:00,2023-04-20 09:19:32.726879+00:00
1,Check application form completeness,Clerk-000008,2023-04-20 08:30:00+00:00,2023-04-20 08:38:23.036569+00:00
0,Check credit history,Clerk-000002,2023-04-20 09:19:32.726879+00:00,2023-04-20 11:48:32.282475+00:00
1,Appraise property,Appraiser-000002,2023-04-20 08:38:23.036569+00:00,2023-04-20 09:48:01.277085+00:00
2,Check application form completeness,Clerk-000007,2023-04-20 09:00:00+00:00,2023-04-20 09:13:23.830911+00:00
0,Assess loan risk,Loan Officer-000001,2023-04-20 11:48:32.282475+00:00,2023-04-20 12:08:32.282475+00:00
2,AML check,AML Investigator-000002,2023-04-20 09:13:23.830911+00:00,2023-04-20 09:26:02.027521+00:00
3,Check application form completeness,Clerk-000003,2023-04-20 09:30:00+00:00,2023-04-20 10:42:02.239092+00:00
1,AML check,AML Investigator-000002,2023-04-20 09:48:01.277085+00:00,2023-04-20 10:07:52.947731+00:00
0,Design loan offer,Loan Officer-000003,2023-04-20 12:08:32.282475+00:00,2023-04-20 12:21:05.083212+00:00
2,Appraise property,Appraiser-000001,2023-04-20 09:26:02.027521+00:00,2023-04-20 09:31:16.866302+00:00
4,Check application form completeness,Clerk-000006,2023-04-20 10:00:00+00:00,2023-04-20 10:01:44.357427+00:00
1,Check credit history,Clerk-000004,2023-04-20 10:07:52.947731+00:00,2023-04-20 11:25:39.155197+00:00
3,Appraise property,Appraiser-000001,2023-04-20 10:42:02.239092+00:00,2023-04-20 10:58:47.926963+00:00
0,Approve loan offer,Senior Officer-000001,2023-04-20 12:21:05.083212+00:00,2023-04-20 12:41:05.083212+00:00
2,Check credit history,Clerk-000007,2023-04-20 09:31:16.866302+00:00,2023-04-20 09:45:20.629016+00:00
4,Check credit history,Clerk-000007,2023-04-20 10:01:44.357427+00:00,2023-04-20 10:13:13.713357+00:00
5,Check application form completeness,Clerk-000006,2023-04-20 10:30:00+00:00,2023-04-20 10:40:26.068796+00:00
3,Check credit history,Clerk-000003,2023-04-20 10:58:47.926963+00:00,2023-04-20 13:38:54.151092+00:00
1,Assess loan risk,Loan Officer-000004,2023-04-20 11:25:39.155197+00:00,2023-04-20 11:45:39.155197+00:00
0,Cancel application,Clerk-000002,2023-04-20 12:41:05.083212+00:00,2023-04-20 12:46:05.083212+00:00
2,Assess loan risk,Loan Officer-000002,2023-04-20 09:45:20.629016+00:00,2023-04-20 10:05:20.629016+00:00
4,AML check,AML Investigator-000002,2023-04-20 10:13:13.713357+00:00,2023-04-20 10:16:41.877737+00:00
5,Check credit history,Clerk-000007,2023-04-20 10:40:26.068796+00:00,2023-04-20 13:03:36.636120+00:00
6,Check application form completeness,Clerk-000006,2023-04-20 11:00:00+00:00,2023-04-20 11:05:11.294859+00:00
1,Design loan offer,Loan Officer-000004,2023-04-20 11:45:39.155197+00:00,2023-04-20 11:55:50.390577+00:00
2,Reject application,Clerk-000008,2023-04-20 10:05:20.629016+00:00,2023-04-20 10:15:20.629016+00:00
4,Appraise property,Appraiser-000002,2023-04-20 10:16:41.877737+00:00,2023-04-20 11:12:59.415585+00:00
6,AML check,AML Investigator-000002,2023-04-20 11:05:11.294859+00:00,2023-04-20 11:09:51.420233+00:00
7,Check application form completeness,Clerk-000008,2023-04-20 11:30:00+00:00,2023-04-20 11:37:53.403446+00:00
1,Approve loan offer,Senior Officer-000002,2023-04-20 11:55:50.390577+00:00,2023-04-20 12:15:50.390577+00:00
5,Appraise property,Appraiser-000001,2023-04-20 13:03:36.636120+00:00,2023-04-20 13:24:43.632782+00:00
3,AML check,AML Investigator-000002,2023-04-20 13:38:54.151092+00:00,2023-04-21 07:24:45.190868+00:00
4,Assess loan risk,Loan Officer-000002,2023-04-20 11:12:59.415585+00:00,2023-04-20 11:32:59.415585+00:00
7,Check credit history,Clerk-000004,2023-04-20 11:37:53.403446+00:00,2023-04-20 11:51:11.219103+00:00
8,Check application form completeness,Clerk-000004,2023-04-20 12:00:00+00:00,2023-04-20 12:38:25.863255+00:00
1,Cancel application,Clerk-000008,2023-04-20 12:15:50.390577+00:00,2023-04-20 12:20:50.390577+00:00
5,AML check,AML Investigator-000001,2023-04-20 13:24:43.632782+00:00,2023-04-20 13:24:53.925489+00:00
3,Assess loan risk,Loan Officer-000003,2023-04-21 07:24:45.190868+00:00,2023-04-21 07:44:45.190868+00:00
6,Check credit history,Clerk-000006,2023-04-20 11:09:51.420233+00:00,2023-04-20 11:51:34.969256+00:00
4,Design loan offer,Loan Officer-000002,2023-04-20 11:32:59.415585+00:00,2023-04-20 11:35:47.270033+00:00
7,Appraise property,Appraiser-000002,2023-04-20 11:51:11.219103+00:00,2023-04-20 13:53:06.261982+00:00
8,Check credit history,Clerk-000004,2023-04-20 12:38:25.863255+00:00,2023-04-20 12:52:37.599039+00:00
5,Assess loan risk,Loan Officer-000001,2023-04-20 13:24:53.925489+00:00,2023-04-20 13:44:53.925489+00:00
3,Design loan offer,Loan Officer-000003,2023-04-21 07:44:45.190868+00:00,2023-04-21 07:49:32.893767+00:00
4,Approve loan offer,Senior Officer-000001,2023-04-20 11:35:47.270033+00:00,2023-04-20 11:55:47.270033+00:00
6,Appraise property,Appraiser-000001,2023-04-20 11:51:34.969256+00:00,2023-04-20 12:00:56.884465+00:00
9,Check application form completeness,Clerk-000006,2023-04-20 12:30:00+00:00,2023-04-20 12:35:03.949971+00:00
5,Reject application,Clerk-000003,2023-04-20 13:44:53.925489+00:00,2023-04-20 13:54:53.925489+00:00
7,AML check,AML Investigator-000001,2023-04-20 13:53:06.261982+00:00,2023-04-20 14:13:26.152704+00:00
3,Approve loan offer,Senior Officer-000001,2023-04-21 07:49:32.893767+00:00,2023-04-21 08:09:32.893767+00:00
4,Cancel application,Clerk-000002,2023-04-20 11:55:47.270033+00:00,2023-04-20 12:00:47.270033+00:00
6,Assess loan risk,Loan Officer-000002,2023-04-20 12:00:56.884465+00:00,2023-04-20 12:20:56.884465+00:00
9,Appraise property,Appraiser-000001,2023-04-20 12:35:03.949971+00:00,2023-04-20 12:38:51.067947+00:00
3,Cancel application,Clerk-000002,2023-04-21 08:09:32.893767+00:00,2023-04-21 08:14:32.893767+00:00
9,Check credit history,Clerk-000006,2023-04-20 12:38:51.067947+00:00,2023-04-20 12:50:03.520051+00:00
8,AML check,AML Investigator-000001,2023-04-20 14:13:26.152704+00:00,2023-04-20 14:17:29.572839+00:00
7,Assess loan risk,Loan Officer-000001,2023-04-20 14:13:26.152704+00:00,2023-04-20 14:33:26.152704+00:00
6,Design loan offer,Loan Officer-000002,2023-04-20 12:20:56.884465+00:00,2023-04-20 12:28:42.685431+00:00
9,AML check,AML Investigator-000002,2023-04-20 12:50:03.520051+00:00,2023-04-20 13:17:58.188229+00:00
8,Appraise property,Appraiser-000001,2023-04-20 14:17:29.572839+00:00,2023-04-20 14:54:50.543504+00:00
7,Design loan offer,Loan Officer-000004,2023-04-20 14:33:26.152704+00:00,2023-04-20 14:42:43.445199+00:00
6,Approve loan offer,Senior Officer-000002,2023-04-20 12:28:42.685431+00:00,2023-04-20 12:48:42.685431+00:00
9,Assess loan risk,Loan Officer-000002,2023-04-20 13:17:58.188229+00:00,2023-04-20 13:37:58.188229+00:00
7,Approve loan offer,Senior Officer-000002,2023-04-20 14:42:43.445199+00:00,2023-04-21 07:02:43.445199+00:00
8,Assess loan risk,Loan Officer-000001,2023-04-20 14:54:50.543504+00:00,2023-04-21 07:14:50.543504+00:00
6,Approve application,Clerk-000008,2023-04-20 12:48:42.685431+00:00,2023-04-20 12:53:42.685431+00:00
9,Design loan offer,Loan Officer-000002,2023-04-20 13:37:58.188229+00:00,2023-04-20 13:46:03.324730+00:00
7,Cancel application,Clerk-000004,2023-04-21 07:02:43.445199+00:00,2023-04-21 07:07:43.445199+00:00
8,Design loan offer,Loan Officer-000004,2023-04-21 07:14:50.543504+00:00,2023-04-21 07:19:27.474578+00:00
9,Approve loan offer,Senior Officer-000001,2023-04-20 13:46:03.324730+00:00,2023-04-20 14:06:03.324730+00:00
8,Approve loan offer,Senior Officer-000001,2023-04-21 07:19:27.474578+00:00,2023-04-21 07:39:27.474578+00:00
9,Cancel application,Clerk-000003,2023-04-20 14:06:03.324730+00:00,2023-04-20 14:11:03.324730+00:00
8,Approve application,Clerk-000003,2023-04-21 07:39:27.474578+00:00,2023-04-21 07:44:27.474578+00:00
