case_id,activity,resource,start_time,end_time
S_agent_profile_0000,Check application form completeness,Clerk-000008,2023-04-20T08:00:00+00:00,2023-04-20T08:09:41+00:00
S_agent_profile_0000,AML check,AML Investigator-000002,2023-04-20T08:09:41+00:00,2023-04-20T08:19:57+00:00
S_agent_profile_0000,Check credit history,Clerk-000006,2023-04-20T08:19:57+00:00,2023-04-20T09:26:19+00:00
S_agent_profile_0000,Appraise property,Appraiser-000001,2023-04-20T09:26:19+00:00,2023-04-20T09:45:40+00:00
S_agent_profile_0000,Assess loan risk,Loan Officer-000003,2023-04-20T09:45:40+00:00,2023-04-20T10:05:40+00:00
S_agent_profile_0000,Reject application,Clerk-000001,2023-04-20T10:05:40+00:00,2023-04-20T10:15:40+00:00
S_agent_profile_0001,Check application form completeness,Clerk-000005,2023-04-20T08:30:00+00:00,2023-04-20T08:55:09+00:00
S_agent_profile_0001,AML check,AML Investigator-000002,2023-04-20T08:55:09+00:00,2023-04-20T09:19:05+00:00
S_agent_profile_0001,Check credit history,Clerk-000005,2023-04-20T09:19:05+00:00,2023-04-20T09:47:12+00:00
S_agent_profile_0001,Appraise property,Appraiser-000001,2023-04-20T09:47:12+00:00,2023-04-20T10:13:55+00:00
S_agent_profile_0001,Assess loan risk,Loan Officer-000002,2023-04-20T10:13:55+00:00,2023-04-20T10:33:55+00:00
S_agent_profile_0001,Design loan offer,Loan Officer-000004,2023-04-20T10:33:55+00:00,2023-04-20T10:44:04+00:00
S_agent_profile_0001,Approve loan offer,Senior Officer-000001,2023-04-20T10:44:04+00:00,2023-04-20T11:04:04+00:00
S_agent_profile_0001,Approve application,Clerk-000001,2023-04-20T11:04:04+00:00,2023-04-20T11:09:04+00:00
S_agent_profile_0002,Check application form completeness,Clerk-000008,2023-04-20T09:00:00+00:00,2023-04-20T09:14:07+00:00
S_agent_profile_0002,Check credit history,Clerk-000002,2023-04-20T09:14:07+00:00,2023-04-20T09:15:56+00:00
S_agent_profile_0002,Appraise property,Appraiser-000001,2023-04-20T09:15:56+00:00,2023-04-20T09:57:32+00:00
S_agent_profile_0002,AML check,AML Investigator-000002,2023-04-20T09:57:32+00:00,2023-04-21T03:59:00+00:00
S_agent_profile_0002,Assess loan risk,Loan Officer-000001,2023-04-21T03:59:00+00:00,2023-04-21T04:19:00+00:00
S_agent_profile_0002,Design loan offer,Loan Officer-000002,2023-04-21T04:19:00+00:00,2023-04-21T04:19:33+00:00
S_agent_profile_0002,Approve loan offer,Senior Officer-000002,2023-04-21T04:19:33+00:00,2023-04-21T04:39:33+00:00
S_agent_profile_0002,Approve application,Clerk-000002,2023-04-21T04:39:33+00:00,2023-04-21T04:44:33+00:00
S_agent_profile_0003,Check application form completeness,Clerk-000007,2023-04-20T09:30:00+00:00,2023-04-20T09:32:54+00:00
S_agent_profile_0003,Check credit history,Clerk-000002,2023-04-20T09:32:54+00:00,2023-04-20T09:35:56+00:00
S_agent_profile_0003,AML check,AML Investigator-000002,2023-04-20T09:35:56+00:00,2023-04-20T09:59:51+00:00
S_agent_profile_0003,Appraise property,Appraiser-000002,2023-04-20T11:18:16+00:00,2023-04-20T11:30:04+00:00
S_agent_profile_0003,Assess loan risk,Loan Officer-000004,2023-04-20T11:30:04+00:00,2023-04-20T11:50:04+00:00
S_agent_profile_0003,Design loan offer,Loan Officer-000003,2023-04-20T11:50:04+00:00,2023-04-20T11:51:37+00:00
S_agent_profile_0003,Approve loan offer,Senior Officer-000001,2023-04-20T11:51:37+00:00,2023-04-20T12:11:37+00:00
S_agent_profile_0003,Approve application,Clerk-000002,2023-04-20T12:11:37+00:00,2023-04-20T12:16:37+00:00
S_agent_profile_0004,Check application form completeness,Clerk-000007,2023-04-21T02:00:00+00:00,2023-04-21T02:09:10+00:00
S_agent_profile_0004,AML check,AML Investigator-000001,2023-04-21T02:09:10+00:00,2023-04-21T02:20:40+00:00
S_agent_profile_0004,Check credit history,Clerk-000003,2023-04-21T02:20:40+00:00,2023-04-21T02:38:26+00:00
S_agent_profile_0004,Appraise property,Appraiser-000002,2023-04-21T02:38:26+00:00,2023-04-21T02:55:00+00:00
S_agent_profile_0004,Assess loan risk,Loan Officer-000001,2023-04-21T03:12:50+00:00,2023-04-21T03:32:50+00:00
S_agent_profile_0004,Design loan offer,Loan Officer-000001,2023-04-21T03:32:50+00:00,2023-04-21T04:04:27+00:00
S_agent_profile_0004,Approve loan offer,Senior Officer-000002,2023-04-21T04:04:27+00:00,2023-04-21T04:24:27+00:00
S_agent_profile_0004,Approve application,Clerk-000004,2023-04-21T04:24:27+00:00,2023-04-21T04:29:27+00:00
S_agent_profile_0005,Check application form completeness,Clerk-000005,2023-04-21T02:30:00+00:00,2023-04-21T02:53:35+00:00
S_agent_profile_0005,AML check,AML Investigator-000002,2023-04-21T02:53:35+00:00,2023-04-21T04:14:51+00:00
S_agent_profile_0005,Check credit history,Clerk-000007,2023-04-21T04:14:51+00:00,2023-04-21T04:28:57+00:00
S_agent_profile_0005,Appraise property,Appraiser-000002,2023-04-21T04:28:57+00:00,2023-04-21T04:48:09+00:00
S_agent_profile_0005,Assess loan risk,Loan Officer-000001,2023-04-21T05:54:51+00:00,2023-04-21T06:14:51+00:00
S_agent_profile_0005,Reject application,Clerk-000001,2023-04-21T06:14:51+00:00,2023-04-21T06:24:51+00:00
S_agent_profile_0006,Check application form completeness,Clerk-000007,2023-04-21T03:00:00+00:00,2023-04-21T03:10:08+00:00
S_agent_profile_0006,Appraise property,Appraiser-000002,2023-04-21T03:10:08+00:00,2023-04-21T03:35:30+00:00
S_agent_profile_0006,Check credit history,Clerk-000005,2023-04-21T03:35:30+00:00,2023-04-21T03:39:48+00:00
S_agent_profile_0006,AML check,AML Investigator-000002,2023-04-21T03:39:48+00:00,2023-04-21T03:42:04+00:00
S_agent_profile_0006,Assess loan risk,Loan Officer-000004,2023-04-21T03:42:04+00:00,2023-04-21T04:02:04+00:00
S_agent_profile_0006,Reject application,Clerk-000007,2023-04-21T04:02:04+00:00,2023-04-21T04:12:04+00:00
S_agent_profile_0007,Check application form completeness,Clerk-000007,2023-04-21T03:30:00+00:00,2023-04-21T03:39:29+00:00
S_agent_profile_0007,Check credit history,Clerk-000003,2023-04-21T03:39:29+00:00,2023-04-21T05:15:30+00:00
S_agent_profile_0007,Appraise property,Appraiser-000002,2023-04-21T05:15:30+00:00,2023-04-21T05:27:33+00:00
S_agent_profile_0007,AML check,AML Investigator-000001,2023-04-21T05:27:33+00:00,2023-04-21T05:34:27+00:00
S_agent_profile_0007,Assess loan risk,Loan Officer-000001,2023-04-21T06:25:28+00:00,2023-04-21T06:45:28+00:00
S_agent_profile_0007,Reject application,Clerk-000008,2023-04-21T06:45:28+00:00,2023-04-21T06:55:28+00:00
S_agent_profile_0008,Check application form completeness,Clerk-000006,2023-04-21T04:00:00+00:00,2023-04-21T04:12:57+00:00
S_agent_profile_0008,AML check,AML Investigator-000002,2023-04-21T04:12:57+00:00,2023-04-21T04:41:58+00:00
