case_id,activity,resource,start_time,end_time
S_central_baseline_0000,Check application form completeness,Clerk-000004,2023-04-20T08:00:00+00:00,2023-04-20T08:03:01+00:00
S_central_baseline_0000,AML check,AML Investigator-000002,2023-04-20T08:03:01+00:00,2023-04-20T08:13:17+00:00
S_central_baseline_0000,Check credit history,Clerk-000007,2023-04-20T08:13:17+00:00,2023-04-20T08:32:16+00:00
S_central_baseline_0000,Appraise property,Appraiser-000002,2023-04-20T08:32:16+00:00,2023-04-20T08:40:13+00:00
S_central_baseline_0000,Assess loan risk,Loan Officer-000002,2023-04-20T08:40:13+00:00,2023-04-20T09:00:13+00:00
S_central_baseline_0000,Reject application,Clerk-000006,2023-04-20T09:00:13+00:00,2023-04-20T09:10:13+00:00
S_central_baseline_0001,Check application form completeness,Clerk-000008,2023-04-20T08:30:00+00:00,2023-04-20T09:09:09+00:00
S_central_baseline_0001,AML check,AML Investigator-000001,2023-04-20T09:09:09+00:00,2023-04-20T09:32:19+00:00
S_central_baseline_0001,Check credit history,Clerk-000002,2023-04-20T09:32:19+00:00,2023-04-20T10:35:09+00:00
S_central_baseline_0001,Appraise property,Appraiser-000002,2023-04-20T10:35:09+00:00,2023-04-20T10:53:56+00:00
S_central_baseline_0001,Assess loan risk,Loan Officer-000001,2023-04-20T10:53:56+00:00,2023-04-20T11:13:56+00:00
S_central_baseline_0001,Design loan offer,Loan Officer-000004,2023-04-20T11:13:56+00:00,2023-04-20T11:24:06+00:00
S_central_baseline_0001,Approve loan offer,Senior Officer-000001,2023-04-20T11:24:06+00:00,2023-04-20T11:44:06+00:00
S_central_baseline_0001,Approve application,Clerk-000008,2023-04-20T11:44:06+00:00,2023-04-20T11:49:06+00:00
S_central_baseline_0002,Check application form completeness,Clerk-000007,2023-04-20T09:00:00+00:00,2023-04-20T09:44:52+00:00
S_central_baseline_0002,Check credit history,Clerk-000001,2023-04-20T09:44:52+00:00,2023-04-20T10:59:32+00:00
S_central_baseline_0002,Appraise property,Appraiser-000002,2023-04-20T10:59:32+00:00,2023-04-20T11:07:24+00:00
S_central_baseline_0002,AML check,AML Investigator-000002,2023-04-20T11:07:24+00:00,2023-04-21T05:08:53+00:00
S_central_baseline_0002,Assess loan risk,Loan Officer-000001,2023-04-21T05:08:53+00:00,2023-04-21T05:28:53+00:00
S_central_baseline_0002,Design loan offer,Loan Officer-000002,2023-04-21T05:28:53+00:00,2023-04-21T05:29:26+00:00
S_central_baseline_0002,Approve loan offer,Senior Officer-000002,2023-04-21T05:29:26+00:00,2023-04-21T05:49:26+00:00
S_central_baseline_0002,Approve application,Clerk-000002,2023-04-21T05:49:26+00:00,2023-04-21T05:54:26+00:00
S_central_baseline_0003,Check application form completeness,Clerk-000006,2023-04-20T09:30:00+00:00,2023-04-20T10:08:41+00:00
S_central_baseline_0003,Check credit history,Clerk-000005,2023-04-20T10:08:41+00:00,2023-04-20T10:40:15+00:00
S_central_baseline_0003,AML check,AML Investigator-000002,2023-04-20T10:40:15+00:00,2023-04-20T11:04:10+00:00
S_central_baseline_0003,Appraise property,Appraiser-000001,2023-04-20T11:04:10+00:00,2023-04-20T11:18:51+00:00
S_central_baseline_0003,Assess loan risk,Loan Officer-000001,2023-04-20T11:18:51+00:00,2023-04-20T11:38:51+00:00
S_central_baseline_0003,Design loan offer,Loan Officer-000004,2023-04-20T11:38:51+00:00,2023-04-20T12:04:15+00:00
S_central_baseline_0003,Approve loan offer,Senior Officer-000002,2023-04-20T12:04:15+00:00,2023-04-20T12:24:15+00:00
S_central_baseline_0003,Approve application,Clerk-000004,2023-04-20T12:24:15+00:00,2023-04-20T12:29:15+00:00
S_central_baseline_0004,Check application form completeness,Clerk-000004,2023-04-21T02:00:00+00:00,2023-04-21T02:10:28+00:00
