case_id,activity,resource,start_time,end_time
S_llm_agent_proxy_0000,Check application form completeness,Clerk-000006,2023-04-20T08:00:00+00:00,2023-04-20T08:14:01+00:00
S_llm_agent_proxy_0000,AML check,AML Investigator-000001,2023-04-20T08:14:01+00:00,2023-04-20T09:04:14+00:00
S_llm_agent_proxy_0000,Check credit history,Clerk-000007,2023-04-20T09:04:14+00:00,2023-04-20T09:23:13+00:00
S_llm_agent_proxy_0000,Appraise property,Appraiser-000001,2023-04-20T09:23:13+00:00,2023-04-20T09:42:35+00:00
S_llm_agent_proxy_0000,Assess loan risk,Loan Officer-000004,2023-04-20T09:42:35+00:00,2023-04-20T10:02:35+00:00
S_llm_agent_proxy_0000,Reject application,Clerk-000007,2023-04-20T10:02:35+00:00,2023-04-20T10:12:35+00:00
S_llm_agent_proxy_0001,Check application form completeness,Clerk-000005,2023-04-20T08:30:00+00:00,2023-04-20T08:55:09+00:00
S_llm_agent_proxy_0001,AML check,AML Investigator-000001,2023-04-20T08:55:09+00:00,2023-04-20T09:18:20+00:00
S_llm_agent_proxy_0001,Check credit history,Clerk-000008,2023-04-20T09:18:20+00:00,2023-04-20T09:37:56+00:00
S_llm_agent_proxy_0001,Appraise property,Appraiser-000001,2023-04-20T09:37:56+00:00,2023-04-20T10:04:39+00:00
S_llm_agent_proxy_0001,Assess loan risk,Loan Officer-000003,2023-04-20T10:04:39+00:00,2023-04-20T10:24:39+00:00
S_llm_agent_proxy_0001,Design loan offer,Loan Officer-000001,2023-04-20T10:24:39+00:00,2023-04-20T10:25:16+00:00
S_llm_agent_proxy_0001,Approve loan offer,Senior Officer-000002,2023-04-20T10:25:16+00:00,2023-04-20T10:45:16+00:00
S_llm_agent_proxy_0001,Approve application,Clerk-000002,2023-04-20T10:45:16+00:00,2023-04-20T10:50:16+00:00
S_llm_agent_proxy_0002,Check application form completeness,Clerk-000008,2023-04-20T09:00:00+00:00,2023-04-20T09:14:07+00:00
