case_id,activity,resource,start_time,end_time
0,Check application form completeness,Clerk-000001,2023-04-20 08:00:00+00:00,2023-04-20 08:04:25.926130+00:00
0,Appraise property,Appraiser-000001,2023-04-20 08:04:25.926130+00:00,2023-04-20 08:06:17.970720+00:00
0,AML check,AML Investigator-000002,2023-04-20 08:06:17.970720+00:00,2023-04-20 08:23:30.372945+00:00
0,Check credit history,Clerk-000005,2023-04-20 08:23:30.372945+00:00,2023-04-20 08:26:08.563113+00:00
0,Assess loan risk,Loan Officer-000001,2023-04-20 08:26:08.563113+00:00,2023-04-20 08:46:08.563113+00:00
1,Check application form completeness,Clerk-000006,2023-04-20 08:30:00+00:00,2023-04-20 08:34:49.695644+00:00
0,Reject application,Clerk-000008,2023-04-20 08:46:08.563113+00:00,2023-04-20 08:56:08.563113+00:00
1,AML check,AML Investigator-000001,2023-04-20 08:34:49.695644+00:00,2023-04-20 09:00:19.273780+00:00
2,Check application form completeness,Clerk-000007,2023-04-20 09:00:00+00:00,2023-04-20 09:50:40.040251+00:00
1,Check credit history,Clerk-000002,2023-04-20 09:00:19.273780+00:00,2023-04-20 09:53:46.661712+00:00
3,Check application form completeness,Clerk-000003,2023-04-20 09:30:00+00:00,2023-04-20 09:51:55.652356+00:00
2,Check credit history,Clerk-000004,2023-04-20 09:50:40.040251+00:00,2023-04-20 10:23:30.314366+00:00
1,Appraise property,Appraiser-000002,2023-04-20 09:53:46.661712+00:00,2023-04-20 11:59:35.595608+00:00
3,AML check,AML Investigator-000002,2023-04-20 09:51:55.652356+00:00,2023-04-20 10:34:34.286216+00:00
4,Check application form completeness,Clerk-000001,2023-04-20 10:00:00+00:00,2023-04-20 10:12:16.109957+00:00
2,AML check,AML Investigator-000001,2023-04-20 10:23:30.314366+00:00,2023-04-20 10:51:54.435236+00:00
1,Assess loan risk,Loan Officer-000004,2023-04-20 11:59:35.595608+00:00,2023-04-20 12:19:35.595608+00:00
4,Appraise property,Appraiser-000001,2023-04-20 10:12:16.109957+00:00,2023-04-20 10:32:34.146415+00:00
5,Check application form completeness,Clerk-000006,2023-04-20 10:30:00+00:00,2023-04-20 10:49:14.112473+00:00
3,Appraise property,Appraiser-000001,2023-04-20 10:34:34.286216+00:00,2023-04-20 10:38:13.099139+00:00
2,Appraise property,Appraiser-000001,2023-04-20 10:51:54.435236+00:00,2023-04-20 11:18:11.489354+00:00
1,Design loan offer,Loan Officer-000003,2023-04-20 12:19:35.595608+00:00,2023-04-20 12:36:15.647098+00:00
4,Check credit history,Clerk-000005,2023-04-20 10:32:34.146415+00:00,2023-04-20 11:29:21.353406+00:00
3,Check credit history,Clerk-000002,2023-04-20 10:38:13.099139+00:00,2023-04-20 11:16:11.535294+00:00
5,Check credit history,Clerk-000004,2023-04-20 10:49:14.112473+00:00,2023-04-20 12:09:43.151833+00:00
6,Check application form completeness,Clerk-000008,2023-04-20 11:00:00+00:00,2023-04-20 11:22:59.309294+00:00
2,Assess loan risk,Loan Officer-000002,2023-04-20 11:18:11.489354+00:00,2023-04-20 11:38:11.489354+00:00
1,Approve loan offer,Senior Officer-000001,2023-04-20 12:36:15.647098+00:00,2023-04-20 12:56:15.647098+00:00
3,Assess loan risk,Loan Officer-000001,2023-04-20 11:16:11.535294+00:00,2023-04-20 11:36:11.535294+00:00
6,AML check,AML Investigator-000002,2023-04-20 11:22:59.309294+00:00,2023-04-20 11:54:30.868432+00:00
4,AML check,AML Investigator-000001,2023-04-20 11:29:21.353406+00:00,2023-04-20 11:30:21.918396+00:00
7,Check application form completeness,Clerk-000007,2023-04-20 11:30:00+00:00,2023-04-20 11:46:41.283584+00:00
2,Design loan offer,Loan Officer-000002,2023-04-20 11:38:11.489354+00:00,2023-04-20 11:41:42.086980+00:00
5,AML check,AML Investigator-000002,2023-04-20 12:09:43.151833+00:00,2023-04-20 12:09:50.685796+00:00
1,Cancel application,Clerk-000003,2023-04-20 12:56:15.647098+00:00,2023-04-20 13:01:15.647098+00:00
4,Assess loan risk,Loan Officer-000004,2023-04-20 11:30:21.918396+00:00,2023-04-20 11:50:21.918396+00:00
3,Design loan offer,Loan Officer-000001,2023-04-20 11:36:11.535294+00:00,2023-04-20 11:48:05.403149+00:00
2,Approve loan offer,Senior Officer-000002,2023-04-20 11:41:42.086980+00:00,2023-04-20 12:01:42.086980+00:00
7,Check credit history,Clerk-000005,2023-04-20 11:46:41.283584+00:00,2023-04-20 12:05:37.952751+00:00
6,Check credit history,Clerk-000002,2023-04-20 11:54:30.868432+00:00,2023-04-20 12:56:51.626905+00:00
8,Check application form completeness,Clerk-000001,2023-04-20 12:00:00+00:00,2023-04-20 12:15:55.207330+00:00
5,Appraise property,Appraiser-000002,2023-04-20 12:09:50.685796+00:00,2023-04-20 13:26:34.326614+00:00
3,Approve loan offer,Senior Officer-000001,2023-04-20 11:48:05.403149+00:00,2023-04-20 12:08:05.403149+00:00
4,Reject application,Clerk-000008,2023-04-20 11:50:21.918396+00:00,2023-04-20 12:00:21.918396+00:00
2,Cancel application,Clerk-000007,2023-04-20 12:01:42.086980+00:00,2023-04-20 12:06:42.086980+00:00
7,Appraise property,Appraiser-000001,2023-04-20 12:05:37.952751+00:00,2023-04-20 12:06:50.052921+00:00
8,Check credit history,Clerk-000004,2023-04-20 12:15:55.207330+00:00,2023-04-20 12:25:54.456217+00:00
9,Check application form completeness,Clerk-000006,2023-04-20 12:30:00+00:00,2023-04-20 12:45:01.050205+00:00
6,Appraise property,Appraiser-000001,2023-04-20 12:56:51.626905+00:00,2023-04-20 14:40:43.755965+00:00
5,Assess loan risk,Loan Officer-000003,2023-04-20 13:26:34.326614+00:00,2023-04-20 13:46:34.326614+00:00
7,AML check,AML Investigator-000001,2023-04-20 12:06:50.052921+00:00,2023-04-20 13:32:28.534741+00:00
3,Cancel application,Clerk-000005,2023-04-20 12:08:05.403149+00:00,2023-04-20 12:13:05.403149+00:00
