case_id,activity,resource,start_time,end_time
0,Check application form completeness,Clerk-000001,2023-04-20 08:00:00+00:00,2023-04-20 08:08:45.291198+00:00
0,Appraise property,Appraiser-000001,2023-04-20 08:08:45.291198+00:00,2023-04-20 09:29:40.347190+00:00
1,Check application form completeness,Clerk-000006,2023-04-20 08:18:45+00:00,2023-04-20 08:29:26.873575+00:00
0,Check credit history,Clerk-000005,2023-04-20 09:29:40.347190+00:00,2023-04-20 09:36:27.101972+00:00
1,Appraise property,Appraiser-000002,2023-04-20 08:29:26.873575+00:00,2023-04-20 08:55:54.907272+00:00
2,Check application form completeness,Clerk-000008,2023-04-20 08:37:30+00:00,2023-04-20 08:48:35.253422+00:00
0,AML check,AML Investigator-000002,2023-04-20 09:36:27.101972+00:00,2023-04-20 09:38:23.544010+00:00
2,Check credit history,Clerk-000002,2023-04-20 08:48:35.253422+00:00,2023-04-20 09:22:37.390581+00:00
1,AML check,AML Investigator-000001,2023-04-20 08:55:54.907272+00:00,2023-04-20 09:04:25.818872+00:00
3,Check application form completeness,Clerk-000007,2023-04-20 08:56:15+00:00,2023-04-20 09:13:52.636843+00:00
0,Assess loan risk,Loan Officer-000001,2023-04-20 09:38:23.544010+00:00,2023-04-20 09:58:23.544010+00:00
1,Check credit history,Clerk-000004,2023-04-20 09:04:25.818872+00:00,2023-04-20 09:34:21.190619+00:00
3,AML check,AML Investigator-000001,2023-04-20 09:13:52.636843+00:00,2023-04-20 09:17:35.292320+00:00
4,Check application form completeness,Clerk-000003,2023-04-20 09:15:00+00:00,2023-04-20 09:17:45.277797+00:00
2,AML check,AML Investigator-000001,2023-04-20 09:22:37.390581+00:00,2023-04-20 09:26:23.854147+00:00
0,Reject application,Clerk-000001,2023-04-20 09:58:23.544010+00:00,2023-04-20 10:08:23.544010+00:00
3,Check credit history,Clerk-000007,2023-04-20 09:17:35.292320+00:00,2023-04-20 09:25:51.272906+00:00
4,Check credit history,Clerk-000003,2023-04-20 09:17:45.277797+00:00,2023-04-20 12:07:38.018189+00:00
2,Appraise property,Appraiser-000002,2023-04-20 09:26:23.854147+00:00,2023-04-20 10:35:05.429402+00:00
5,Check application form completeness,Clerk-000006,2023-04-20 09:33:45+00:00,2023-04-20 09:35:55.606410+00:00
1,Assess loan risk,Loan Officer-000004,2023-04-20 09:34:21.190619+00:00,2023-04-20 09:54:21.190619+00:00
5,Appraise property,Appraiser-000001,2023-04-20 09:35:55.606410+00:00,2023-04-20 10:14:09.612030+00:00
6,Check application form completeness,Clerk-000008,2023-04-20 09:52:30+00:00,2023-04-20 10:37:13.989923+00:00
1,Reject application,Clerk-000004,2023-04-20 09:54:21.190619+00:00,2023-04-20 10:04:21.190619+00:00
2,Assess loan risk,Loan Officer-000002,2023-04-20 10:35:05.429402+00:00,2023-04-20 10:55:05.429402+00:00
4,Appraise property,Appraiser-000001,2023-04-20 12:07:38.018189+00:00,2023-04-20 12:35:34.807082+00:00
5,AML check,AML Investigator-000002,2023-04-20 10:14:09.612030+00:00,2023-04-20 10:38:29.207167+00:00
3,Appraise property,Appraiser-000002,2023-04-20 10:35:05.429402+00:00,2023-04-20 10:45:41.652767+00:00
6,Appraise property,Appraiser-000001,2023-04-20 10:37:13.989923+00:00,2023-04-20 11:01:41.997355+00:00
2,Reject application,Clerk-000005,2023-04-20 10:55:05.429402+00:00,2023-04-20 11:05:05.429402+00:00
4,AML check,AML Investigator-000002,2023-04-20 12:35:34.807082+00:00,2023-04-20 13:00:20.477968+00:00
7,Check application form completeness,Clerk-000002,2023-04-20 10:11:15+00:00,2023-04-20 10:45:38.604577+00:00
8,Check application form completeness,Clerk-000001,2023-04-20 10:30:00+00:00,2023-04-20 11:03:22.288469+00:00
5,Check credit history,Clerk-000004,2023-04-20 10:38:29.207167+00:00,2023-04-20 11:04:49.421122+00:00
3,Assess loan risk,Loan Officer-000003,2023-04-20 10:45:41.652767+00:00,2023-04-20 11:05:41.652767+00:00
6,Check credit history,Clerk-000002,2023-04-20 11:01:41.997355+00:00,2023-04-20 11:04:22.502996+00:00
7,AML check,AML Investigator-000001,2023-04-20 10:45:38.604577+00:00,2023-04-20 10:57:27.426587+00:00
9,Check application form completeness,Clerk-000006,2023-04-20 10:48:45+00:00,2023-04-20 11:23:58.594332+00:00
8,AML check,AML Investigator-000001,2023-04-20 11:03:22.288469+00:00,2023-04-20 11:36:51.833117+00:00
6,AML check,AML Investigator-000002,2023-04-20 11:04:22.502996+00:00,2023-04-20 11:55:31.014789+00:00
5,Assess loan risk,Loan Officer-000001,2023-04-20 11:04:49.421122+00:00,2023-04-20 11:24:49.421122+00:00
3,Reject application,Clerk-000008,2023-04-20 11:05:41.652767+00:00,2023-04-20 11:15:41.652767+00:00
4,Assess loan risk,Loan Officer-000004,2023-04-20 13:00:20.477968+00:00,2023-04-20 13:20:20.477968+00:00
7,Check credit history,Clerk-000007,2023-04-20 10:57:27.426587+00:00,2023-04-20 12:31:21.676656+00:00
5,Design loan offer,Loan Officer-000003,2023-04-20 11:24:49.421122+00:00,2023-04-20 11:26:17.970387+00:00
8,Appraise property,Appraiser-000002,2023-04-20 11:36:51.833117+00:00,2023-04-20 12:10:44.356674+00:00
6,Assess loan risk,Loan Officer-000002,2023-04-20 11:55:31.014789+00:00,2023-04-20 12:15:31.014789+00:00
4,Design loan offer,Loan Officer-000003,2023-04-20 13:20:20.477968+00:00,2023-04-20 13:39:41.624094+00:00
9,Check credit history,Clerk-000005,2023-04-20 11:23:58.594332+00:00,2023-04-20 12:03:49.425739+00:00
5,Approve loan offer,Senior Officer-000001,2023-04-20 11:26:17.970387+00:00,2023-04-20 11:46:17.970387+00:00
8,Check credit history,Clerk-000003,2023-04-20 12:10:44.356674+00:00,2023-04-20 12:37:29.595633+00:00
6,Design loan offer,Loan Officer-000002,2023-04-20 12:15:31.014789+00:00,2023-04-20 12:18:36.411581+00:00
7,Appraise property,Appraiser-000002,2023-04-20 12:31:21.676656+00:00,2023-04-20 13:00:09.181923+00:00
4,Approve loan offer,Senior Officer-000002,2023-04-20 13:39:41.624094+00:00,2023-04-20 13:59:41.624094+00:00
5,Cancel application,Clerk-000004,2023-04-20 11:46:17.970387+00:00,2023-04-20 11:51:17.970387+00:00
6,Approve loan offer,Senior Officer-000001,2023-04-20 12:18:36.411581+00:00,2023-04-20 12:38:36.411581+00:00
8,Assess loan risk,Loan Officer-000001,2023-04-20 12:37:29.595633+00:00,2023-04-20 12:57:29.595633+00:00
7,Assess loan risk,Loan Officer-000001,2023-04-20 13:00:09.181923+00:00,2023-04-20 13:20:09.181923+00:00
4,Cancel application,Clerk-000005,2023-04-20 13:59:41.624094+00:00,2023-04-20 14:04:41.624094+00:00
6,Cancel application,Clerk-000002,2023-04-20 12:38:36.411581+00:00,2023-04-20 12:43:36.411581+00:00
8,Reject application,Clerk-000001,2023-04-20 12:57:29.595633+00:00,2023-04-20 13:07:29.595633+00:00
7,Reject application,Clerk-000008,2023-04-20 13:20:09.181923+00:00,2023-04-20 13:30:09.181923+00:00
9,Appraise property,Appraiser-000002,2023-04-20 12:10:44.356674+00:00,2023-04-20 12:11:32.142652+00:00
9,AML check,AML Investigator-000001,2023-04-20 12:11:32.142652+00:00,2023-04-20 12:45:17.020446+00:00
9,Assess loan risk,Loan Officer-000002,2023-04-20 12:45:17.020446+00:00,2023-04-20 13:05:17.020446+00:00
9,Reject application,Clerk-000003,2023-04-20 13:05:17.020446+00:00,2023-04-20 13:15:17.020446+00:00
