case_id,activity,previous_activity,previous_resource,decision_timestamp,candidate_count,shortlist_count,shortlist_resources,valid_bid_count,accepted_bid_count,bid_score_range,proposed_resource,executed_resource,proposal_accepted,selection_rule,bid_indices,execution_timestamp
0,Check application form completeness,,,2023-04-20 08:00:00+00:00,6,2,Clerk-000006|Clerk-000008,2,2,0.0019629999999999925,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[0, 1]",2023-04-20 08:00:00+00:00
0,Check credit history,Check application form completeness,Clerk-000006,2023-04-20 08:01:49.837486762+00:00,6,2,Clerk-000002|Clerk-000004,2,2,0.0010890000000000066,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[2, 3]",2023-04-20 08:01:49.837486762+00:00
1,Check application form completeness,,,2023-04-20 08:30:00+00:00,6,2,Clerk-000008|Clerk-000007,2,2,0.00490999999999997,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[4, 5]",2023-04-20 08:30:00+00:00
0,AML check,Check credit history,Clerk-000002,2023-04-20 09:04:03.353146395+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.010602,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[6, 7]",2023-04-20 09:04:03.353146395+00:00
1,AML check,Check application form completeness,Clerk-000008,2023-04-20 08:38:48.358809036+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[8],2023-04-20 08:38:48.358809036+00:00
2,Check application form completeness,,,2023-04-20 09:00:00+00:00,6,2,Clerk-000007|Clerk-000003,2,2,0.004908999999999997,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[9, 10]",2023-04-20 09:00:00+00:00
0,Appraise property,AML check,AML Investigator-000002,2023-04-20 10:00:33.539298382+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.010602,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[11, 12]",2023-04-20 10:00:33.539298382+00:00
2,AML check,Check application form completeness,Clerk-000007,2023-04-20 09:02:14.308287049+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.010602,AML Investigator-000002,,,highest_valid_agent_bid,"[13, 14]",
3,Check application form completeness,,,2023-04-20 09:30:00+00:00,6,2,Clerk-000003|Clerk-000004,2,2,0.01669200000000004,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[15, 16]",2023-04-20 09:30:00+00:00
1,Appraise property,AML check,AML Investigator-000001,2023-04-20 10:00:22.605921533+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[17],2023-04-20 10:00:22.605921533+00:00
