case_id,activity,previous_activity,previous_resource,decision_timestamp,candidate_count,shortlist_count,shortlist_resources,valid_bid_count,accepted_bid_count,bid_score_range,proposed_resource,executed_resource,proposal_accepted,selection_rule,bid_indices,execution_timestamp
0,Check application form completeness,,,2023-04-20 08:00:00+00:00,6,2,Clerk-000006|Clerk-000008,2,2,0.003020999999999996,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[0, 1]",2023-04-20 08:00:00+00:00
0,Check credit history,Check application form completeness,Clerk-000006,2023-04-20 08:01:49.837486762+00:00,6,2,Clerk-000002|Clerk-000004,2,2,0.0016750000000000098,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[2, 3]",2023-04-20 08:01:49.837486762+00:00
1,Check application form completeness,,,2023-04-20 08:30:00+00:00,6,2,Clerk-000008|Clerk-000007,2,2,0.007553000000000004,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[4, 5]",2023-04-20 08:30:00+00:00
0,AML check,Check credit history,Clerk-000002,2023-04-20 09:04:03.353146395+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[6, 7]",2023-04-20 09:04:03.353146395+00:00
1,AML check,Check application form completeness,Clerk-000008,2023-04-20 08:38:48.358809036+00:00,2,1,AML Investigator-000001,1,1,0.0,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,[8],2023-04-20 08:38:48.358809036+00:00
2,Check application form completeness,,,2023-04-20 09:00:00+00:00,6,2,Clerk-000007|Clerk-000003,2,2,0.007553000000000004,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[9, 10]",2023-04-20 09:00:00+00:00
0,Appraise property,AML check,AML Investigator-000002,2023-04-20 10:00:33.539298382+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[11, 12]",2023-04-20 10:00:33.539298382+00:00
2,AML check,Check application form completeness,Clerk-000007,2023-04-20 09:02:14.308287049+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.01631200000000005,AML Investigator-000002,,,highest_valid_agent_bid,"[13, 14]",
3,Check application form completeness,,,2023-04-20 09:30:00+00:00,6,2,Clerk-000003|Clerk-000004,2,2,0.02568000000000001,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[15, 16]",2023-04-20 09:30:00+00:00
1,Appraise property,AML check,AML Investigator-000001,2023-04-20 10:00:22.605921533+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[17],2023-04-20 10:00:22.605921533+00:00
0,Assess loan risk,Appraise property,Appraiser-000001,2023-04-20 10:31:58.999555605+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.011292999999999997,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[18, 19]",2023-04-20 10:31:58.999555605+00:00
3,Check credit history,Check application form completeness,Clerk-000003,2023-04-20 09:33:51.785643473+00:00,6,2,Clerk-000004|Clerk-000002,2,2,0.0016750000000000098,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[20, 21]",2023-04-20 09:33:51.785643473+00:00
4,Check application form completeness,,,2023-04-20 10:00:00+00:00,6,2,Clerk-000004|Clerk-000006,2,2,0.04380700000000001,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[22, 23]",2023-04-20 10:00:00+00:00
2,Appraise property,Check application form completeness,Clerk-000007,2023-04-20 10:00:22.605921533+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.01631200000000005,Appraiser-000001,,,highest_valid_agent_bid,"[24, 25]",
0,Design loan offer,Assess loan risk,Loan Officer-000001,2023-04-20 10:51:58.999555605+00:00,4,2,Loan Officer-000003|Loan Officer-000002,2,2,0.036324999999999996,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[26, 27]",2023-04-20 10:51:58.999555605+00:00
1,Check credit history,Appraise property,Appraiser-000002,2023-04-20 12:01:09.556408383+00:00,6,2,Clerk-000004|Clerk-000003,2,2,0.013400999999999996,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[28, 29]",2023-04-20 12:01:09.556408383+00:00
5,Check application form completeness,,,2023-04-20 10:30:00+00:00,6,2,Clerk-000008|Clerk-000007,2,2,0.007553000000000004,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[30, 31]",2023-04-20 10:30:00+00:00
0,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 10:59:03.659295229+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[32, 33]",2023-04-20 10:59:03.659295229+00:00
4,Check credit history,Check application form completeness,Clerk-000006,2023-04-20 11:35:02.613714491+00:00,6,2,Clerk-000003|Clerk-000007,2,2,0.005025000000000002,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[34, 35]",2023-04-20 11:35:02.613714491+00:00
2,Check credit history,Check application form completeness,Clerk-000007,2023-04-20 12:01:09.556408383+00:00,6,2,Clerk-000007|Clerk-000006,2,2,0.335846,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[36, 37]",2023-04-20 12:01:09.556408383+00:00
3,AML check,Check credit history,Clerk-000002,2023-04-20 13:49:52.045632724+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.01631200000000005,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[38, 39]",2023-04-20 13:49:52.045632724+00:00
1,Assess loan risk,Check credit history,Clerk-000004,2023-04-20 14:18:09.240133600+00:00,4,2,Loan Officer-000004|Loan Officer-000002,2,2,0.0034500000000000086,Loan Officer-000004,Loan Officer-000004,true,highest_valid_agent_bid,"[40, 41]",2023-04-20 14:18:09.240133600+00:00
5,Return application back to applicant,Check application form completeness,Clerk-000008,2023-04-20 10:46:33.365886319+00:00,6,2,Clerk-000007|Clerk-000008,2,2,0.274648,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[42, 43]",2023-04-20 10:46:33.365886319+00:00
