case_id,activity,previous_activity,previous_resource,decision_timestamp,candidate_count,shortlist_count,shortlist_resources,valid_bid_count,accepted_bid_count,bid_score_range,proposed_resource,executed_resource,proposal_accepted,selection_rule,bid_indices,execution_timestamp
0,Check application form completeness,,,2023-04-20 08:00:00+00:00,6,2,Clerk-000006|Clerk-000008,2,2,0.0019629999999999925,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[0, 1]",2023-04-20 08:00:00+00:00
0,AML check,Check application form completeness,Clerk-000006,2023-04-20 08:11:58.718863733+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.010602,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[2, 3]",2023-04-20 08:11:58.718863733+00:00
0,Appraise property,AML check,AML Investigator-000002,2023-04-20 08:20:17.690646875+00:00,2,2,Appraiser-000001|Appraiser-000002,2,2,0.010602,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,"[4, 5]",2023-04-20 08:20:17.690646875+00:00
1,Check application form completeness,,,2023-04-20 08:30:00+00:00,6,2,Clerk-000008|Clerk-000007,2,2,0.00490999999999997,Clerk-000008,Clerk-000008,true,highest_valid_agent_bid,"[6, 7]",2023-04-20 08:30:00+00:00
0,Check credit history,Appraise property,Appraiser-000001,2023-04-20 09:19:32.726879791+00:00,6,2,Clerk-000002|Clerk-000004,2,2,0.0010890000000000066,Clerk-000002,Clerk-000002,true,highest_valid_agent_bid,"[8, 9]",2023-04-20 09:19:32.726879791+00:00
1,Appraise property,Check application form completeness,Clerk-000008,2023-04-20 08:38:23.036569045+00:00,2,1,Appraiser-000002,1,1,0.0,Appraiser-000002,Appraiser-000002,true,highest_valid_agent_bid,[10],2023-04-20 08:38:23.036569045+00:00
2,Check application form completeness,,,2023-04-20 09:00:00+00:00,6,2,Clerk-000007|Clerk-000003,2,2,0.004908999999999997,Clerk-000007,Clerk-000007,true,highest_valid_agent_bid,"[11, 12]",2023-04-20 09:00:00+00:00
0,Assess loan risk,Check credit history,Clerk-000002,2023-04-20 11:48:32.282475593+00:00,4,2,Loan Officer-000001|Loan Officer-000004,2,2,0.007340999999999931,Loan Officer-000001,Loan Officer-000001,true,highest_valid_agent_bid,"[13, 14]",2023-04-20 11:48:32.282475593+00:00
2,AML check,Check application form completeness,Clerk-000007,2023-04-20 09:13:23.830911638+00:00,2,2,AML Investigator-000001|AML Investigator-000002,2,2,0.16439800000000004,AML Investigator-000001,AML Investigator-000001,true,highest_valid_agent_bid,"[15, 16]",2023-04-20 09:13:23.830911638+00:00
3,Check application form completeness,,,2023-04-20 09:30:00+00:00,6,2,Clerk-000003|Clerk-000004,2,2,0.01669200000000004,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[17, 18]",2023-04-20 09:30:00+00:00
1,AML check,Appraise property,Appraiser-000002,2023-04-20 09:48:01.277085617+00:00,2,2,AML Investigator-000002|AML Investigator-000001,2,2,0.010602,AML Investigator-000002,AML Investigator-000002,true,highest_valid_agent_bid,"[19, 20]",2023-04-20 09:48:01.277085617+00:00
0,Design loan offer,Assess loan risk,Loan Officer-000001,2023-04-20 12:08:32.282475593+00:00,4,2,Loan Officer-000003|Loan Officer-000002,2,2,0.023610999999999938,Loan Officer-000003,Loan Officer-000003,true,highest_valid_agent_bid,"[21, 22]",2023-04-20 12:08:32.282475593+00:00
2,Check credit history,AML check,AML Investigator-000001,2023-04-20 09:25:57.721402044+00:00,6,2,Clerk-000004|Clerk-000007,2,2,0.186977,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[23, 24]",2023-04-20 09:25:57.721402044+00:00
3,Check credit history,Check application form completeness,Clerk-000003,2023-04-20 09:39:11.523090037+00:00,6,2,Clerk-000003|Clerk-000007,2,2,0.003265999999999991,Clerk-000003,Clerk-000003,true,highest_valid_agent_bid,"[25, 26]",2023-04-20 09:39:11.523090037+00:00
4,Check application form completeness,,,2023-04-20 10:00:00+00:00,6,2,Clerk-000006|Clerk-000008,2,2,0.0019640000000000213,Clerk-000006,Clerk-000006,true,highest_valid_agent_bid,"[27, 28]",2023-04-20 10:00:00+00:00
1,Check credit history,AML check,AML Investigator-000002,2023-04-20 10:07:38.214906070+00:00,6,2,Clerk-000004|Clerk-000007,2,2,0.011977000000000015,Clerk-000004,Clerk-000004,true,highest_valid_agent_bid,"[29, 30]",2023-04-20 10:07:38.214906070+00:00
0,Approve loan offer,Design loan offer,Loan Officer-000003,2023-04-20 12:21:05.083212852+00:00,2,2,Senior Officer-000001|Senior Officer-000002,2,2,0.0,Senior Officer-000001,Senior Officer-000001,true,highest_valid_agent_bid,"[31, 32]",2023-04-20 12:21:05.083212852+00:00
3,Appraise property,Check credit history,Clerk-000003,2023-04-20 09:41:44.302036814+00:00,2,1,Appraiser-000001,1,1,0.0,Appraiser-000001,Appraiser-000001,true,highest_valid_agent_bid,[33],2023-04-20 09:41:44.302036814+00:00
