case_id,activity,resource,start_time,end_time
0,Check application form completeness,Clerk-000001,2023-04-20 08:00:00+00:00,2023-04-20 08:14:23.497469+00:00
0,AML check,AML Investigator-000002,2023-04-20 08:14:23.497469+00:00,2023-04-20 09:33:51.203074+00:00
1,Check application form completeness,Clerk-000006,2023-04-20 08:30:00+00:00,2023-04-20 08:58:51.895713+00:00
0,Appraise property,Appraiser-000001,2023-04-20 09:33:51.203074+00:00,2023-04-20 10:33:06.239307+00:00
1,Appraise property,Appraiser-000002,2023-04-20 08:58:51.895713+00:00,2023-04-20 11:05:45.122607+00:00
2,Check application form completeness,Clerk-000008,2023-04-20 09:00:00+00:00,2023-04-20 09:37:14.260330+00:00
0,Check credit history,Clerk-000005,2023-04-20 10:33:06.239307+00:00,2023-04-20 11:31:27.098319+00:00
3,Check application form completeness,Clerk-000007,2023-04-20 09:30:00+00:00,2023-04-20 09:43:23.830911+00:00
2,Return application back to applicant,Clerk-000003,2023-04-20 09:37:14.260330+00:00,2023-04-20 09:42:14.260330+00:00
1,AML check,AML Investigator-000001,2023-04-20 11:05:45.122607+00:00,2023-04-20 11:18:19.013098+00:00
0,Assess loan risk,Loan Officer-000001,2023-04-20 11:31:27.098319+00:00,2023-04-20 11:51:27.098319+00:00
2,Applicant completes form,Applicant-000001,2023-04-20 09:42:14.260330+00:00,2023-04-20 10:42:14.260330+00:00
3,Check credit history,Clerk-000002,2023-04-20 09:43:23.830911+00:00,2023-04-20 09:57:03.952386+00:00
4,Check application form completeness,Clerk-000004,2023-04-20 10:00:00+00:00,2023-04-20 10:13:41.460818+00:00
1,Check credit history,Clerk-000002,2023-04-20 11:18:19.013098+00:00,2023-04-20 11:35:46.595664+00:00
0,Reject application,Clerk-000001,2023-04-20 11:51:27.098319+00:00,2023-04-20 12:01:27.098319+00:00
3,AML check,AML Investigator-000002,2023-04-20 09:57:03.952386+00:00,2023-04-20 10:14:16.596574+00:00
4,Check credit history,Clerk-000004,2023-04-20 10:13:41.460818+00:00,2023-04-20 10:36:14.401358+00:00
5,Check application form completeness,Clerk-000006,2023-04-20 10:30:00+00:00,2023-04-20 10:32:21.265983+00:00
2,Check application form completeness,Clerk-000008,2023-04-20 10:42:14.260330+00:00,2023-04-20 11:00:50.526493+00:00
1,Assess loan risk,Loan Officer-000004,2023-04-20 11:35:46.595664+00:00,2023-04-20 11:55:46.595664+00:00
5,AML check,AML Investigator-000002,2023-04-20 10:32:21.265983+00:00,2023-04-20 11:35:09.762079+00:00
4,Appraise property,Appraiser-000001,2023-04-20 10:36:14.401358+00:00,2023-04-20 10:50:33.307755+00:00
6,Check application form completeness,Clerk-000007,2023-04-20 11:00:00+00:00,2023-04-20 11:15:02.989699+00:00
2,Appraise property,Appraiser-000001,2023-04-20 11:00:50.526493+00:00,2023-04-20 12:51:09.367511+00:00
1,Design loan offer,Loan Officer-000003,2023-04-20 11:55:46.595664+00:00,2023-04-20 12:16:47.181455+00:00
4,AML check,AML Investigator-000001,2023-04-20 10:50:33.307755+00:00,2023-04-20 10:55:17.602026+00:00
3,Appraise property,Appraiser-000002,2023-04-20 11:05:45.122607+00:00,2023-04-20 12:36:44.507186+00:00
6,Return application back to applicant,Clerk-000003,2023-04-20 11:15:02.989699+00:00,2023-04-20 11:20:02.989699+00:00
7,Check application form completeness,Clerk-000006,2023-04-20 11:30:00+00:00,2023-04-20 11:36:28.230054+00:00
5,Check credit history,Clerk-000005,2023-04-20 11:35:09.762079+00:00,2023-04-20 13:01:31.796941+00:00
1,Approve loan offer,Senior Officer-000001,2023-04-20 12:16:47.181455+00:00,2023-04-20 12:36:47.181455+00:00
2,AML check,AML Investigator-000001,2023-04-20 12:51:09.367511+00:00,2023-04-20 13:33:44.105895+00:00
4,Assess loan risk,Loan Officer-000002,2023-04-20 10:55:17.602026+00:00,2023-04-20 11:15:17.602026+00:00
6,Applicant completes form,Applicant-000001,2023-04-20 11:20:02.989699+00:00,2023-04-20 12:20:02.989699+00:00
7,Check credit history,Clerk-000002,2023-04-20 11:36:28.230054+00:00,2023-04-20 11:46:52.327697+00:00
8,Check application form completeness,Clerk-000008,2023-04-20 12:00:00+00:00,2023-04-20 12:34:55.590307+00:00
3,Assess loan risk,Loan Officer-000001,2023-04-20 12:36:44.507186+00:00,2023-04-20 12:56:44.507186+00:00
1,Approve application,Clerk-000004,2023-04-20 12:36:47.181455+00:00,2023-04-20 12:41:47.181455+00:00
5,Appraise property,Appraiser-000002,2023-04-20 13:01:31.796941+00:00,2023-04-20 13:01:53.849027+00:00
2,Check credit history,Clerk-000005,2023-04-20 13:33:44.105895+00:00,2023-04-20 13:37:39.557861+00:00
4,Design loan offer,Loan Officer-000002,2023-04-20 11:15:17.602026+00:00,2023-04-20 11:26:57.076351+00:00
7,AML check,AML Investigator-000002,2023-04-20 11:46:52.327697+00:00,2023-04-20 13:36:38.360136+00:00
6,Check application form completeness,Clerk-000001,2023-04-20 12:20:02.989699+00:00,2023-04-20 13:41:51.151190+00:00
9,Check application form completeness,Clerk-000007,2023-04-20 12:30:00+00:00,2023-04-20 12:31:56.214052+00:00
8,AML check,AML Investigator-000001,2023-04-20 12:34:55.590307+00:00,2023-04-20 12:36:23.749012+00:00
5,Assess loan risk,Loan Officer-000004,2023-04-20 13:01:53.849027+00:00,2023-04-20 13:21:53.849027+00:00
2,Assess loan risk,Loan Officer-000003,2023-04-20 13:37:39.557861+00:00,2023-04-20 13:57:39.557861+00:00
4,Approve loan offer,Senior Officer-000002,2023-04-20 11:26:57.076351+00:00,2023-04-20 11:46:57.076351+00:00
8,Check credit history,Clerk-000003,2023-04-20 12:36:23.749012+00:00,2023-04-20 12:40:57.935133+00:00
3,Design loan offer,Loan Officer-000002,2023-04-20 12:56:44.507186+00:00,2023-04-20 13:03:18.831809+00:00
5,Design loan offer,Loan Officer-000004,2023-04-20 13:21:53.849027+00:00,2023-04-20 13:28:53.649319+00:00
7,Appraise property,Appraiser-000001,2023-04-20 13:36:38.360136+00:00,2023-04-20 13:40:25.478112+00:00
6,Check credit history,Clerk-000005,2023-04-20 13:41:51.151190+00:00,2023-04-20 13:44:21.987131+00:00
2,Reject application,Clerk-000001,2023-04-20 13:57:39.557861+00:00,2023-04-20 14:07:39.557861+00:00
4,Approve application,Clerk-000002,2023-04-20 11:46:57.076351+00:00,2023-04-20 11:51:57.076351+00:00
9,Return application back to applicant,Clerk-000006,2023-04-20 12:36:44.507186+00:00,2023-04-20 12:41:44.507186+00:00
3,Approve loan offer,Senior Officer-000001,2023-04-20 13:03:18.831809+00:00,2023-04-20 13:23:18.831809+00:00
5,Approve loan offer,Senior Officer-000002,2023-04-20 13:28:53.649319+00:00,2023-04-20 13:48:53.649319+00:00
7,Assess loan risk,Loan Officer-000001,2023-04-20 13:40:25.478112+00:00,2023-04-20 14:00:25.478112+00:00
6,AML check,AML Investigator-000002,2023-04-20 13:44:21.987131+00:00,2023-04-20 14:07:25.081824+00:00
8,Appraise property,Appraiser-000001,2023-04-20 12:51:09.367511+00:00,2023-04-20 12:51:48.762633+00:00
3,Cancel application,Clerk-000004,2023-04-20 13:23:18.831809+00:00,2023-04-20 13:28:18.831809+00:00
5,Approve application,Clerk-000008,2023-04-20 13:48:53.649319+00:00,2023-04-20 13:53:53.649319+00:00
7,Design loan offer,Loan Officer-000003,2023-04-20 14:00:25.478112+00:00,2023-04-20 14:18:31.411212+00:00
6,Appraise property,Appraiser-000002,2023-04-20 14:07:25.081824+00:00,2023-04-20 14:52:23.475045+00:00
9,Applicant completes form,Applicant-000001,2023-04-20 12:41:44.507186+00:00,2023-04-20 13:41:44.507186+00:00
8,Assess loan risk,Loan Officer-000003,2023-04-20 12:51:48.762633+00:00,2023-04-20 13:11:48.762633+00:00
7,Approve loan offer,Senior Officer-000001,2023-04-20 14:18:31.411212+00:00,2023-04-20 14:38:31.411212+00:00
6,Assess loan risk,Loan Officer-000001,2023-04-20 14:52:23.475045+00:00,2023-04-21 07:12:23.475045+00:00
8,Design loan offer,Loan Officer-000003,2023-04-20 13:11:48.762633+00:00,2023-04-20 13:20:22.901198+00:00
9,Check application form completeness,Clerk-000007,2023-04-20 13:41:44.507186+00:00,2023-04-20 13:49:19.846334+00:00
6,Reject application,Clerk-000001,2023-04-21 07:12:23.475045+00:00,2023-04-21 07:22:23.475045+00:00
9,Return application back to applicant,Clerk-000006,2023-04-20 13:49:19.846334+00:00,2023-04-20 13:54:19.846334+00:00
7,Cancel application,Clerk-000005,2023-04-20 14:38:31.411212+00:00,2023-04-20 14:43:31.411212+00:00
8,Approve loan offer,Senior Officer-000001,2023-04-20 13:23:18.831809+00:00,2023-04-20 13:43:18.831809+00:00
9,Applicant completes form,Applicant-000001,2023-04-20 13:54:19.846334+00:00,2023-04-20 14:54:19.846334+00:00
