case_id,activity,resource,start_time,end_time
0,Check application form completeness,Clerk-000006,2023-04-20 08:00:00+00:00,2023-04-20 08:45:01.584898+00:00
1,Check application form completeness,Clerk-000008,2023-04-20 08:30:00+00:00,2023-04-20 08:37:23.247471+00:00
0,Check credit history,Clerk-000002,2023-04-20 08:45:01.584898+00:00,2023-04-20 09:36:32.330928+00:00
1,Check credit history,Clerk-000004,2023-04-20 08:37:23.247471+00:00,2023-04-20 08:42:07.307756+00:00
2,Check application form completeness,Clerk-000007,2023-04-20 09:00:00+00:00,2023-04-20 09:22:27.519763+00:00
0,Appraise property,Appraiser-000001,2023-04-20 09:36:32.330928+00:00,2023-04-20 09:38:13.255812+00:00
1,Appraise property,Appraiser-000002,2023-04-20 08:42:07.307756+00:00,2023-04-20 08:44:21.586042+00:00
2,Appraise property,Appraiser-000002,2023-04-20 09:22:27.519763+00:00,2023-04-20 09:41:47.464661+00:00
3,Check application form completeness,Clerk-000003,2023-04-20 09:30:00+00:00,2023-04-20 09:55:57.118669+00:00
0,AML check,AML Investigator-000002,2023-04-20 09:38:13.255812+00:00,2023-04-20 10:19:37.906160+00:00
1,AML check,AML Investigator-000001,2023-04-20 08:44:21.586042+00:00,2023-04-20 08:48:04.241519+00:00
2,Check credit history,Clerk-000002,2023-04-20 09:41:47.464661+00:00,2023-04-20 09:47:26.764639+00:00
3,Return application back to applicant,Clerk-000006,2023-04-20 09:55:57.118669+00:00,2023-04-20 10:00:57.118669+00:00
4,Check application form completeness,Clerk-000008,2023-04-20 10:00:00+00:00,2023-04-20 10:01:54.137144+00:00
0,Assess loan risk,Loan Officer-000001,2023-04-20 10:19:37.906160+00:00,2023-04-20 10:39:37.906160+00:00
1,Assess loan risk,Loan Officer-000004,2023-04-20 08:48:04.241519+00:00,2023-04-20 09:08:04.241519+00:00
2,AML check,AML Investigator-000001,2023-04-20 09:47:26.764639+00:00,2023-04-20 09:56:01.829471+00:00
3,Applicant completes form,Applicant-000001,2023-04-20 10:00:57.118669+00:00,2023-04-20 11:00:57.118669+00:00
4,Appraise property,Appraiser-000001,2023-04-20 10:01:54.137144+00:00,2023-04-20 10:02:05.949028+00:00
5,Check application form completeness,Clerk-000007,2023-04-20 10:30:00+00:00,2023-04-20 11:02:47.019822+00:00
0,Reject application,Clerk-000004,2023-04-20 10:39:37.906160+00:00,2023-04-20 10:49:37.906160+00:00
1,Design loan offer,Loan Officer-000003,2023-04-20 09:08:04.241519+00:00,2023-04-20 09:21:58.668212+00:00
2,Assess loan risk,Loan Officer-000002,2023-04-20 09:56:01.829471+00:00,2023-04-20 10:16:01.829471+00:00
4,Check credit history,Clerk-000003,2023-04-20 10:02:05.949028+00:00,2023-04-20 11:08:55.150955+00:00
5,Return application back to applicant,Clerk-000006,2023-04-20 11:02:47.019822+00:00,2023-04-20 11:07:47.019822+00:00
1,Approve loan offer,Senior Officer-000001,2023-04-20 09:21:58.668212+00:00,2023-04-20 09:41:58.668212+00:00
2,Design loan offer,Loan Officer-000003,2023-04-20 10:16:01.829471+00:00,2023-04-20 10:26:12.137444+00:00
6,Check application form completeness,Clerk-000008,2023-04-20 11:00:00+00:00,2023-04-20 11:01:12.243605+00:00
3,Check application form completeness,Clerk-000002,2023-04-20 11:00:57.118669+00:00,2023-04-20 11:24:55.186161+00:00
5,Applicant completes form,Applicant-000001,2023-04-20 11:07:47.019822+00:00,2023-04-20 12:07:47.019822+00:00
4,AML check,AML Investigator-000002,2023-04-20 11:08:55.150955+00:00,2023-04-20 11:19:19.146905+00:00
1,Cancel application,Clerk-000004,2023-04-20 09:41:58.668212+00:00,2023-04-20 09:46:58.668212+00:00
2,Approve loan offer,Senior Officer-000002,2023-04-20 10:26:12.137444+00:00,2023-04-20 10:46:12.137444+00:00
6,Appraise property,Appraiser-000001,2023-04-20 11:01:12.243605+00:00,2023-04-20 13:14:03.051193+00:00
4,Assess loan risk,Loan Officer-000001,2023-04-20 11:19:19.146905+00:00,2023-04-20 11:39:19.146905+00:00
3,Check credit history,Clerk-000003,2023-04-20 11:24:55.186161+00:00,2023-04-20 11:50:05.957700+00:00
5,Check application form completeness,Clerk-000007,2023-04-20 12:07:47.019822+00:00,2023-04-20 12:37:40.707586+00:00
7,Check application form completeness,Clerk-000006,2023-04-20 11:30:00+00:00,2023-04-20 11:49:09.380022+00:00
4,Design loan offer,Loan Officer-000002,2023-04-20 11:39:19.146905+00:00,2023-04-20 11:46:23.118722+00:00
3,Appraise property,Appraiser-000002,2023-04-20 11:50:05.957700+00:00,2023-04-20 11:53:05.888067+00:00
5,Appraise property,Appraiser-000002,2023-04-20 12:37:40.707586+00:00,2023-04-20 12:49:43.593519+00:00
6,Check credit history,Clerk-000002,2023-04-20 13:14:03.051193+00:00,2023-04-20 13:25:22.809014+00:00
2,Cancel application,Clerk-000004,2023-04-20 10:46:12.137444+00:00,2023-04-20 10:51:12.137444+00:00
4,Approve loan offer,Senior Officer-000001,2023-04-20 11:46:23.118722+00:00,2023-04-20 12:06:23.118722+00:00
3,AML check,AML Investigator-000002,2023-04-20 11:53:05.888067+00:00,2023-04-20 12:44:14.399860+00:00
8,Check application form completeness,Clerk-000008,2023-04-20 12:00:00+00:00,2023-04-20 13:09:38.183559+00:00
5,AML check,AML Investigator-000001,2023-04-20 12:49:43.593519+00:00,2023-04-20 13:23:17.746685+00:00
6,AML check,AML Investigator-000002,2023-04-20 13:25:22.809014+00:00,2023-04-20 13:36:41.508804+00:00
4,Cancel application,Clerk-000004,2023-04-20 12:06:23.118722+00:00,2023-04-20 12:11:23.118722+00:00
