case_id,activity,resource,start_time,end_time
S_agent_profile_0000,Check application form completeness,Clerk-000004,2023-04-20T08:00:00+00:00,2023-04-20T08:39:41+00:00
S_agent_profile_0000,Check credit history,Clerk-000006,2023-04-20T08:39:41+00:00,2023-04-20T09:03:20+00:00
S_agent_profile_0000,Appraise property,Appraiser-000001,2023-04-20T09:03:20+00:00,2023-04-20T09:23:25+00:00
S_agent_profile_0000,AML check,AML Investigator-000001,2023-04-20T09:53:48+00:00,2023-04-20T10:40:59+00:00
S_agent_profile_0000,Assess loan risk,Loan Officer-000004,2023-04-20T10:58:04+00:00,2023-04-20T11:18:04+00:00
S_agent_profile_0000,Design loan offer,Loan Officer-000001,2023-04-20T11:18:04+00:00,2023-04-20T11:20:43+00:00
S_agent_profile_0000,Approve loan offer,Senior Officer-000002,2023-04-20T11:20:43+00:00,2023-04-20T11:40:43+00:00
S_agent_profile_0000,Cancel application,Clerk-000004,2023-04-20T11:40:43+00:00,2023-04-20T11:45:43+00:00
S_agent_profile_0001,Check application form completeness,Clerk-000008,2023-04-20T08:30:00+00:00,2023-04-20T08:33:58+00:00
S_agent_profile_0001,AML check,AML Investigator-000002,2023-04-20T08:33:58+00:00,2023-04-20T08:37:00+00:00
S_agent_profile_0001,Check credit history,Clerk-000004,2023-04-20T08:37:00+00:00,2023-04-20T08:42:28+00:00
S_agent_profile_0001,Appraise property,Appraiser-000002,2023-04-20T08:42:28+00:00,2023-04-20T08:54:58+00:00
S_agent_profile_0001,Assess loan risk,Loan Officer-000003,2023-04-20T08:54:58+00:00,2023-04-20T09:14:58+00:00
S_agent_profile_0001,Design loan offer,Loan Officer-000002,2023-04-20T09:14:58+00:00,2023-04-20T09:29:17+00:00
S_agent_profile_0001,Approve loan offer,Senior Officer-000001,2023-04-20T09:29:17+00:00,2023-04-20T09:49:17+00:00
S_agent_profile_0001,Cancel application,Clerk-000008,2023-04-20T09:49:17+00:00,2023-04-20T09:54:17+00:00
S_agent_profile_0002,Check application form completeness,Clerk-000008,2023-04-20T09:00:00+00:00,2023-04-21T01:37:38+00:00
S_agent_profile_0002,Appraise property,Appraiser-000001,2023-04-21T01:37:38+00:00,2023-04-21T01:44:48+00:00
S_agent_profile_0002,Check credit history,Clerk-000005,2023-04-21T01:44:48+00:00,2023-04-21T01:49:48+00:00
S_agent_profile_0002,AML check,AML Investigator-000001,2023-04-21T01:49:48+00:00,2023-04-21T02:39:38+00:00
S_agent_profile_0002,Assess loan risk,Loan Officer-000002,2023-04-21T02:48:32+00:00,2023-04-21T03:08:32+00:00
S_agent_profile_0002,Design loan offer,Loan Officer-000003,2023-04-21T03:08:32+00:00,2023-04-21T03:26:55+00:00
S_agent_profile_0002,Approve loan offer,Senior Officer-000002,2023-04-21T03:26:55+00:00,2023-04-21T03:46:55+00:00
S_agent_profile_0002,Cancel application,Clerk-000005,2023-04-21T03:46:55+00:00,2023-04-21T03:51:55+00:00
S_agent_profile_0003,Check application form completeness,Clerk-000007,2023-04-20T09:30:00+00:00,2023-04-20T09:39:36+00:00
S_agent_profile_0003,AML check,AML Investigator-000002,2023-04-20T09:39:36+00:00,2023-04-20T09:43:14+00:00
S_agent_profile_0003,Check credit history,Clerk-000004,2023-04-20T09:43:14+00:00,2023-04-20T10:58:23+00:00
S_agent_profile_0003,Appraise property,Appraiser-000001,2023-04-20T10:58:23+00:00,2023-04-20T11:31:35+00:00
S_agent_profile_0003,Assess loan risk,Loan Officer-000004,2023-04-20T11:33:54+00:00,2023-04-20T11:53:54+00:00
S_agent_profile_0003,Reject application,Clerk-000007,2023-04-20T11:53:54+00:00,2023-04-20T12:03:54+00:00
S_agent_profile_0004,Check application form completeness,Clerk-000002,2023-04-20T10:00:00+00:00,2023-04-20T10:16:32+00:00
S_agent_profile_0004,Check credit history,Clerk-000004,2023-04-20T10:16:32+00:00,2023-04-20T10:33:45+00:00
S_agent_profile_0004,AML check,AML Investigator-000001,2023-04-20T10:33:45+00:00,2023-04-20T11:21:48+00:00
S_agent_profile_0004,Appraise property,Appraiser-000001,2023-04-20T11:21:48+00:00,2023-04-20T11:29:29+00:00
S_agent_profile_0004,Assess loan risk,Loan Officer-000002,2023-04-20T11:29:29+00:00,2023-04-20T11:49:29+00:00
S_agent_profile_0004,Design loan offer,Loan Officer-000003,2023-04-20T11:49:29+00:00,2023-04-20T11:54:36+00:00
S_agent_profile_0004,Approve loan offer,Senior Officer-000002,2023-04-20T11:54:36+00:00,2023-04-20T12:14:36+00:00
S_agent_profile_0004,Cancel application,Clerk-000002,2023-04-20T12:14:36+00:00,2023-04-20T12:19:36+00:00
S_agent_profile_0005,Check application form completeness,Clerk-000005,2023-04-20T10:30:00+00:00,2023-04-20T11:02:52+00:00
S_agent_profile_0005,Check credit history,Clerk-000008,2023-04-20T11:02:52+00:00,2023-04-20T11:11:21+00:00
S_agent_profile_0005,AML check,AML Investigator-000002,2023-04-20T11:11:21+00:00,2023-04-20T11:20:49+00:00
S_agent_profile_0005,Appraise property,Appraiser-000001,2023-04-20T11:20:49+00:00,2023-04-20T11:56:30+00:00
S_agent_profile_0005,Assess loan risk,Loan Officer-000004,2023-04-20T12:18:38+00:00,2023-04-20T12:38:38+00:00
S_agent_profile_0005,Design loan offer,Loan Officer-000002,2023-04-20T12:38:38+00:00,2023-04-20T12:41:58+00:00
S_agent_profile_0005,Approve loan offer,Senior Officer-000002,2023-04-20T12:41:58+00:00,2023-04-20T13:01:58+00:00
S_agent_profile_0005,Approve application,Clerk-000008,2023-04-20T13:01:58+00:00,2023-04-20T13:06:58+00:00
S_agent_profile_0006,Check application form completeness,Clerk-000001,2023-04-20T11:00:00+00:00,2023-04-20T11:19:56+00:00
S_agent_profile_0006,Appraise property,Appraiser-000002,2023-04-20T11:19:56+00:00,2023-04-20T11:26:11+00:00
S_agent_profile_0006,Check credit history,Clerk-000003,2023-04-20T11:26:11+00:00,2023-04-20T12:13:00+00:00
S_agent_profile_0006,AML check,AML Investigator-000002,2023-04-20T12:13:00+00:00,2023-04-20T12:18:21+00:00
S_agent_profile_0006,Assess loan risk,Loan Officer-000003,2023-04-20T12:18:21+00:00,2023-04-20T12:38:21+00:00
S_agent_profile_0006,Reject application,Clerk-000008,2023-04-20T12:38:21+00:00,2023-04-20T12:48:21+00:00
S_agent_profile_0007,Check application form completeness,Clerk-000004,2023-04-20T11:30:00+00:00,2023-04-21T03:51:01+00:00
S_agent_profile_0007,Check credit history,Clerk-000001,2023-04-21T03:51:01+00:00,2023-04-21T04:22:25+00:00
S_agent_profile_0007,Appraise property,Appraiser-000001,2023-04-21T04:35:57+00:00,2023-04-21T05:15:44+00:00
S_agent_profile_0007,AML check,AML Investigator-000001,2023-04-21T05:15:44+00:00,2023-04-21T05:39:23+00:00
S_agent_profile_0007,Assess loan risk,Loan Officer-000001,2023-04-21T05:39:23+00:00,2023-04-21T05:59:23+00:00
S_agent_profile_0007,Design loan offer,Loan Officer-000004,2023-04-21T05:59:23+00:00,2023-04-21T06:11:41+00:00
S_agent_profile_0007,Approve loan offer,Senior Officer-000001,2023-04-21T06:11:41+00:00,2023-04-21T06:31:41+00:00
S_agent_profile_0007,Cancel application,Clerk-000003,2023-04-21T06:31:41+00:00,2023-04-21T06:36:41+00:00
S_agent_profile_0008,Check application form completeness,Clerk-000003,2023-04-20T12:00:00+00:00,2023-04-20T12:01:13+00:00
S_agent_profile_0008,Check credit history,Clerk-000005,2023-04-20T12:01:13+00:00,2023-04-20T12:07:58+00:00
S_agent_profile_0008,Appraise property,Appraiser-000002,2023-04-20T12:07:58+00:00,2023-04-20T13:14:43+00:00
S_agent_profile_0008,AML check,AML Investigator-000001,2023-04-20T13:14:43+00:00,2023-04-20T13:58:09+00:00
S_agent_profile_0008,Assess loan risk,Loan Officer-000004,2023-04-20T14:28:14+00:00,2023-04-20T14:48:14+00:00
S_agent_profile_0008,Design loan offer,Loan Officer-000001,2023-04-20T14:48:14+00:00,2023-04-20T14:57:42+00:00
S_agent_profile_0008,Approve loan offer,Senior Officer-000002,2023-04-20T14:57:42+00:00,2023-04-20T15:17:42+00:00
S_agent_profile_0008,Cancel application,Clerk-000008,2023-04-20T15:17:42+00:00,2023-04-20T15:22:42+00:00
S_agent_profile_0009,Check application form completeness,Clerk-000005,2023-04-20T12:30:00+00:00,2023-04-20T12:37:56+00:00
S_agent_profile_0009,Appraise property,Appraiser-000001,2023-04-20T12:37:56+00:00,2023-04-20T13:01:42+00:00
S_agent_profile_0009,Check credit history,Clerk-000006,2023-04-20T13:01:42+00:00,2023-04-20T13:06:19+00:00
S_agent_profile_0009,AML check,AML Investigator-000002,2023-04-20T13:06:19+00:00,2023-04-20T13:40:32+00:00
S_agent_profile_0009,Assess loan risk,Loan Officer-000004,2023-04-20T13:44:17+00:00,2023-04-20T14:04:17+00:00
S_agent_profile_0009,Design loan offer,Loan Officer-000004,2023-04-20T14:04:17+00:00,2023-04-20T14:07:36+00:00
S_agent_profile_0009,Approve loan offer,Senior Officer-000001,2023-04-20T14:07:36+00:00,2023-04-20T14:27:36+00:00
S_agent_profile_0009,Approve application,Clerk-000001,2023-04-20T14:27:36+00:00,2023-04-20T14:32:36+00:00
S_agent_profile_0010,Check application form completeness,Clerk-000008,2023-04-20T13:00:00+00:00,2023-04-20T13:23:37+00:00
S_agent_profile_0010,Appraise property,Appraiser-000001,2023-04-20T13:23:37+00:00,2023-04-20T14:33:13+00:00
S_agent_profile_0010,Check credit history,Clerk-000008,2023-04-20T14:33:13+00:00,2023-04-20T14:40:31+00:00
S_agent_profile_0010,AML check,AML Investigator-000001,2023-04-20T14:40:31+00:00,2023-04-20T14:45:17+00:00
S_agent_profile_0010,Assess loan risk,Loan Officer-000004,2023-04-20T15:19:35+00:00,2023-04-20T15:39:35+00:00
S_agent_profile_0010,Reject application,Clerk-000007,2023-04-20T15:39:35+00:00,2023-04-20T15:49:35+00:00
S_agent_profile_0011,Check application form completeness,Clerk-000006,2023-04-20T13:30:00+00:00,2023-04-20T13:53:45+00:00
