case_id,activity,resource,start_time,end_time
S_llm_agent_proxy_0000,Check application form completeness,Clerk-000004,2023-04-20T08:00:00+00:00,2023-04-20T08:39:41+00:00
S_llm_agent_proxy_0000,Check credit history,Clerk-000001,2023-04-20T08:39:41+00:00,2023-04-20T09:48:08+00:00
S_llm_agent_proxy_0000,Appraise property,Appraiser-000001,2023-04-20T09:48:08+00:00,2023-04-20T10:08:12+00:00
S_llm_agent_proxy_0000,AML check,AML Investigator-000002,2023-04-20T10:38:35+00:00,2023-04-20T11:25:38+00:00
S_llm_agent_proxy_0000,Assess loan risk,Loan Officer-000004,2023-04-20T11:42:43+00:00,2023-04-20T12:02:43+00:00
S_llm_agent_proxy_0000,Design loan offer,Loan Officer-000002,2023-04-20T12:02:43+00:00,2023-04-20T12:13:36+00:00
S_llm_agent_proxy_0000,Approve loan offer,Senior Officer-000002,2023-04-20T12:13:36+00:00,2023-04-20T12:33:36+00:00
S_llm_agent_proxy_0000,Cancel application,Clerk-000006,2023-04-20T12:33:36+00:00,2023-04-20T12:38:36+00:00
S_llm_agent_proxy_0001,Check application form completeness,Clerk-000008,2023-04-20T08:30:00+00:00,2023-04-20T08:33:58+00:00
S_llm_agent_proxy_0001,AML check,AML Investigator-000002,2023-04-20T08:33:58+00:00,2023-04-20T08:37:00+00:00
S_llm_agent_proxy_0001,Check credit history,Clerk-000003,2023-04-20T08:37:00+00:00,2023-04-20T08:46:16+00:00
S_llm_agent_proxy_0001,Appraise property,Appraiser-000001,2023-04-20T08:46:16+00:00,2023-04-20T08:53:19+00:00
S_llm_agent_proxy_0001,Assess loan risk,Loan Officer-000004,2023-04-20T08:53:19+00:00,2023-04-20T09:13:19+00:00
S_llm_agent_proxy_0001,Design loan offer,Loan Officer-000003,2023-04-20T09:13:19+00:00,2023-04-20T09:26:32+00:00
S_llm_agent_proxy_0001,Approve loan offer,Senior Officer-000001,2023-04-20T09:26:32+00:00,2023-04-20T09:46:32+00:00
S_llm_agent_proxy_0001,Cancel application,Clerk-000008,2023-04-20T09:46:32+00:00,2023-04-20T09:51:32+00:00
S_llm_agent_proxy_0002,Check application form completeness,Clerk-000008,2023-04-20T09:00:00+00:00,2023-04-20T09:04:25+00:00
S_llm_agent_proxy_0002,Appraise property,Appraiser-000001,2023-04-20T09:04:25+00:00,2023-04-20T09:55:07+00:00
S_llm_agent_proxy_0002,Check credit history,Clerk-000005,2023-04-20T09:55:07+00:00,2023-04-20T10:35:53+00:00
S_llm_agent_proxy_0002,AML check,AML Investigator-000002,2023-04-20T10:35:53+00:00,2023-04-20T11:30:45+00:00
S_llm_agent_proxy_0002,Assess loan risk,Loan Officer-000002,2023-04-20T11:30:45+00:00,2023-04-20T11:50:45+00:00
S_llm_agent_proxy_0002,Design loan offer,Loan Officer-000001,2023-04-20T11:50:45+00:00,2023-04-20T12:01:13+00:00
S_llm_agent_proxy_0002,Approve loan offer,Senior Officer-000001,2023-04-20T12:01:13+00:00,2023-04-20T12:21:13+00:00
S_llm_agent_proxy_0002,Cancel application,Clerk-000005,2023-04-20T12:21:13+00:00,2023-04-20T12:26:13+00:00
S_llm_agent_proxy_0003,Check application form completeness,Clerk-000002,2023-04-20T09:30:00+00:00,2023-04-20T09:46:26+00:00
S_llm_agent_proxy_0003,AML check,AML Investigator-000002,2023-04-20T09:46:26+00:00,2023-04-20T11:13:18+00:00
S_llm_agent_proxy_0003,Check credit history,Clerk-000003,2023-04-20T11:13:18+00:00,2023-04-20T11:23:18+00:00
S_llm_agent_proxy_0003,Appraise property,Appraiser-000002,2023-04-20T11:23:18+00:00,2023-04-20T11:34:27+00:00
S_llm_agent_proxy_0003,Assess loan risk,Loan Officer-000002,2023-04-20T11:34:27+00:00,2023-04-20T11:54:27+00:00
S_llm_agent_proxy_0003,Reject application,Clerk-000003,2023-04-20T11:54:27+00:00,2023-04-20T12:04:27+00:00
S_llm_agent_proxy_0004,Check application form completeness,Clerk-000002,2023-04-20T10:00:00+00:00,2023-04-20T10:29:34+00:00
S_llm_agent_proxy_0004,Check credit history,Clerk-000001,2023-04-20T10:29:34+00:00,2023-04-21T03:06:47+00:00
S_llm_agent_proxy_0004,AML check,AML Investigator-000002,2023-04-21T03:06:47+00:00,2023-04-21T03:30:41+00:00
S_llm_agent_proxy_0004,Appraise property,Appraiser-000002,2023-04-21T03:30:41+00:00,2023-04-21T04:04:18+00:00
S_llm_agent_proxy_0004,Assess loan risk,Loan Officer-000001,2023-04-21T04:04:18+00:00,2023-04-21T04:24:18+00:00
S_llm_agent_proxy_0004,Design loan offer,Loan Officer-000003,2023-04-21T04:24:18+00:00,2023-04-21T04:29:26+00:00
S_llm_agent_proxy_0004,Approve loan offer,Senior Officer-000002,2023-04-21T04:29:26+00:00,2023-04-21T04:49:26+00:00
S_llm_agent_proxy_0004,Cancel application,Clerk-000005,2023-04-21T04:49:26+00:00,2023-04-21T04:54:26+00:00
S_llm_agent_proxy_0005,Check application form completeness,Clerk-000005,2023-04-20T10:30:00+00:00,2023-04-20T11:02:52+00:00
S_llm_agent_proxy_0005,Check credit history,Clerk-000001,2023-04-20T11:02:52+00:00,2023-04-20T11:17:44+00:00
S_llm_agent_proxy_0005,AML check,AML Investigator-000001,2023-04-20T11:17:44+00:00,2023-04-20T11:18:10+00:00
S_llm_agent_proxy_0005,Appraise property,Appraiser-000001,2023-04-20T11:18:10+00:00,2023-04-20T11:53:51+00:00
S_llm_agent_proxy_0005,Assess loan risk,Loan Officer-000002,2023-04-20T12:16:00+00:00,2023-04-20T12:36:00+00:00
S_llm_agent_proxy_0005,Design loan offer,Loan Officer-000004,2023-04-20T12:36:00+00:00,2023-04-20T12:45:37+00:00
S_llm_agent_proxy_0005,Approve loan offer,Senior Officer-000001,2023-04-20T12:45:37+00:00,2023-04-20T13:05:37+00:00
S_llm_agent_proxy_0005,Approve application,Clerk-000005,2023-04-20T13:05:37+00:00,2023-04-20T13:10:37+00:00
